feature,finite_frac,missing_frac,std,min,q05,median,q95,max,constant
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0__HEAVY__Q90,1.0,0.0,0.1283856056877783,0.11597289219498638,0.1863420671224595,0.3274493724107743,0.5882397145032893,0.8250124633312238,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0__HEAVY__Q95,1.0,0.0,0.2855987473879863,0.29217988848686205,0.5008616498857726,0.9073736339807508,1.4731438915431436,1.949052768945693,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0__HEAVY__TOP3_MEAN,1.0,0.0,0.25180757100514883,1.4277388056119282,1.803648904959361,2.16434907913208,2.690891281763712,3.100912570953369,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0__HEAVY__TOP5_MEAN,1.0,0.0,0.26215480384510187,1.2160463213920594,1.4918746182322502,1.8451492309570312,2.3403977870941164,2.676355266571045,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0__LIGHT__MAX,1.0,0.0,0.45341002392312135,0.9853160977363586,1.3070471584796908,2.056716203689575,2.907087755203247,3.851731777191162,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0__LIGHT__MEAN,1.0,0.0,0.037130283567233295,-0.46430343692393405,-0.40698095793376743,-0.34866490651081594,-0.28981690014409683,-0.2507993267041392,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0__LIGHT__SUM,1.0,0.0,4.211585919826781,-53.39489524625242,-45.00455648105126,-38.03490194492042,-31.27628161562607,-28.072060975711793,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0__LIGHT__Q90,1.0,0.0,0.0876547580054824,0.08316921740770349,0.16406191736459746,0.2595285713672638,0.4260002878308295,0.7093747198581707,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0__LIGHT__Q95,1.0,0.0,0.22820747385497392,0.3094215109944343,0.3949728730320927,0.7692062273621526,1.0766854621469941,1.3682678222656222,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0__LIGHT__TOP3_MEAN,1.0,0.0,0.36762630241103283,0.8837648630142212,1.1431285202503205,1.7670795718828836,2.4532149811585744,3.1405514081319175,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0__LIGHT__TOP5_MEAN,1.0,0.0,0.2935086699873387,0.7316330194473266,1.0540412539243698,1.4525721073150635,1.9797307926416394,2.549706745147705,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0__ALL_CDR__MAX,1.0,0.0,0.7942270522517607,0.25226083397865295,0.6344645619392395,1.7835023999214172,3.3207532048225397,3.851731777191162,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0__ALL_CDR__MEAN,1.0,0.0,0.11217960481503784,-0.6778349413905503,-0.5119415596195562,-0.3424724490642326,-0.14217193516395785,-0.015105554070323705,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0__ALL_CDR__SUM,1.0,0.0,6.151791294482668,-39.090211663395166,-27.8349922045134,-17.69651321414858,-7.070240686717461,-0.7552777035161853,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0__ALL_CDR__Q90,1.0,0.0,0.2821102082572289,0.0,0.046016763709485556,0.2970179200172424,0.9428355264663694,1.5145834207534787,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0__ALL_CDR__Q95,1.0,0.0,0.4587918189145239,0.009654895961284481,0.20736204024404287,0.6815461009740829,1.687218530774115,2.0719845294952393,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0__ALL_CDR__TOP3_MEAN,1.0,0.0,0.5796796263239219,0.23253986239433289,0.5072705537080765,1.3025573790073395,2.350161999464035,3.100912570953369,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0__ALL_CDR__TOP5_MEAN,1.0,0.0,0.4747995787911896,0.1679550088942051,0.37856693610548975,0.9833545938134194,1.9286098328232764,2.513440251350403,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0__H_CDR3__MAX,1.0,0.0,0.9610638819307066,0.0,0.11089520230889321,1.3510378003120422,3.2283860206604,3.8485941886901855,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0__H_CDR3__MEAN,1.0,0.0,0.258280267274449,-0.8889827627688647,-0.6239462968786912,-0.2815629959028835,0.15817572775975952,0.601070121790354,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0__H_CDR3__SUM,1.0,0.0,4.526902868360774,-27.902031738311052,-11.850381176662632,-4.131868073251098,2.6374996185768342,8.174947459250689,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0__H_CDR3__Q90,1.0,0.0,0.5820311714137391,-0.13105071783065775,-0.0102630506828427,0.42359276562929143,1.8984640389680854,2.4998477458953863,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0__H_CDR3__Q95,1.0,0.0,0.7070294468902498,-0.04743981473147872,0.043222155757248415,0.8040053576231001,2.2951756739616376,3.1166938066482537,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0__H_CDR3__TOP3_MEAN,1.0,0.0,0.6555023388238351,-0.14327012250820795,0.03518280992284418,0.7644702593485515,2.153007016082604,3.100912570953369,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0__H_CDR3__TOP5_MEAN,1.0,0.0,0.49037918362764377,-0.22796660512685776,-0.021830688621848816,0.4648904414381832,1.4964705318212501,2.4916505575180055,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0__L_CDR3__MAX,1.0,0.0,0.6666770502406416,-0.07316731661558151,0.0,0.5246936678886414,1.7948192834854104,3.851731777191162,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0__L_CDR3__MEAN,1.0,0.0,0.17068284082625204,-0.7017769525991753,-0.46186623406803445,-0.2047123307051758,0.11371230967342845,0.3647663835436106,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0__L_CDR3__SUM,1.0,0.0,1.6845550495696837,-8.421323431190103,-4.530360092688352,-1.9398526456207037,1.1276370342820852,2.9181310683488846,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0__L_CDR3__Q90,1.0,0.0,0.29488950327570135,-0.1033874310553074,-0.027420858331024655,0.21097198128700262,0.8326672697067258,1.5236696243286132,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0__L_CDR3__Q95,1.0,0.0,0.45478821523781876,-0.08827737383544447,-0.016236366592347642,0.3994229535572229,1.302717472314834,2.3687868356704698,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0__L_CDR3__TOP3_MEAN,1.0,0.0,0.31664399817639766,-0.10450487583875656,-0.036157512540618574,0.24488234038775164,0.9366858358184488,1.5300164024035137,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R4p0__L_CDR3__TOP5_MEAN,1.0,0.0,0.20997495338280467,-0.20155575117096305,-0.0797191958501935,0.12388052251189947,0.5699403835972771,0.9527369856834411,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__ALL_FV__MAX,1.0,0.0,0.4989732387744601,1.9456815719604492,2.2480932116508483,2.5955337285995483,3.6635194778442384,4.857828617095947,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__ALL_FV__MEAN,1.0,0.0,0.05973504994422177,-0.726478461845292,-0.67561886835113,-0.5748059453348927,-0.466551122928017,-0.39508085130315307,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__ALL_FV__SUM,1.0,0.0,14.042469046320267,-173.36257171840407,-156.80361484488895,-132.85112221085,-109.55248174855953,-93.23908090754412,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__ALL_FV__Q90,1.0,0.0,0.1441517521702224,0.1918044343590737,0.34263985395431545,0.6029216945171356,0.8446007454395292,0.9269270062446606,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__ALL_FV__Q95,1.0,0.0,0.20431556600293954,0.5754722595214842,0.8010668233036993,1.0493936240673065,1.462994668483734,2.1050189673900577,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__ALL_FV__TOP3_MEAN,1.0,0.0,0.4114046190371444,1.8399516741434734,2.03255318403244,2.4456199010213218,3.315161752700805,4.044216871261597,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__ALL_FV__TOP5_MEAN,1.0,0.0,0.3467946840140429,1.6462619066238404,1.8046516466140747,2.2685039997100827,2.9790269732475276,3.5840604305267334,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__HEAVY__MAX,1.0,0.0,0.42798272747534294,1.9456815719604492,2.207410967350006,2.512484312057495,3.438227617740631,4.857828617095947,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__HEAVY__MEAN,1.0,0.0,0.0915680685728751,-0.782287857553456,-0.7023127790584133,-0.5523414671419158,-0.3869450307925343,-0.300891325970696,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__HEAVY__SUM,1.0,0.0,11.607020534312392,-100.13284576684237,-87.98446914845844,-67.78977114218287,-46.908904882101346,-36.40785044245422,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__HEAVY__Q90,1.0,0.0,0.19873075169551016,0.10724149346351625,0.3118493616580963,0.6322862803936009,0.9243586060404779,1.3463139533996584,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__HEAVY__Q95,1.0,0.0,0.3881752241898864,0.36346365362405747,0.7589472752809523,1.0753835052251808,1.9635528823733301,2.4805499553680415,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__HEAVY__TOP3_MEAN,1.0,0.0,0.36619421289961845,1.5254144668579102,1.8022780160109202,2.2924726406733194,2.9488211830457045,4.044216871261597,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__HEAVY__TOP5_MEAN,1.0,0.0,0.35932906119852875,1.285573124885559,1.5195679771900177,2.0727561831474306,2.643167463541031,3.416961097717285,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__LIGHT__MAX,1.0,0.0,0.6905383966625049,1.0324738025665283,1.255386108160019,2.1464970111846924,3.589873766899109,3.903745174407959,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__LIGHT__MEAN,1.0,0.0,0.07227526135371248,-0.82086205522851,-0.7213751287479889,-0.5934026667088568,-0.484777827886612,-0.40247042545092265,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__LIGHT__SUM,1.0,0.0,7.892739827665339,-90.20222626440227,-78.73693473070162,-64.6854762211442,-52.81215116869717,-44.674217225052416,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__LIGHT__Q90,1.0,0.0,0.1718468939707815,0.20970005691051488,0.2942769396305088,0.5151203930377961,0.8824426648020745,1.0593122243881226,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__LIGHT__Q95,1.0,0.0,0.20197898956426913,0.47068539857864367,0.6453087532520294,0.9873237401247023,1.38139260113239,1.8693391561508164,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__LIGHT__TOP3_MEAN,1.0,0.0,0.5389959743842365,0.9967182079950968,1.1592660665512087,1.803262929121653,2.9521947105725603,3.1497366428375244,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__LIGHT__TOP5_MEAN,1.0,0.0,0.3809818359058673,0.8775850534439087,1.096320807337761,1.5553573966026306,2.310519315004348,2.707735300064087,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__ALL_CDR__MAX,1.0,0.0,0.8317030671215577,0.42043453454971313,0.8710006177425386,1.795697271823883,3.5225496411323545,4.857828617095947,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__ALL_CDR__MEAN,1.0,0.0,0.19351744421164205,-1.085594812175259,-0.8860385233145085,-0.5822118108184653,-0.2569866856757665,-0.08924697395087335,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__ALL_CDR__SUM,1.0,0.0,10.376195714615427,-60.793309481814504,-46.42892960952595,-30.16465790773509,-12.928674108907586,-4.976419855840504,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__ALL_CDR__Q90,1.0,0.0,0.3795502585613678,-0.06733348965644836,0.1228256575018166,0.5083547219634061,1.3366809153556827,1.892055022716522,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__ALL_CDR__Q95,1.0,0.0,0.4995014844791114,0.09602080918848506,0.3211904975771903,1.001324339210987,1.9882272037863715,2.66973614692688,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__ALL_CDR__TOP3_MEAN,1.0,0.0,0.6507390247336502,0.29833772281805676,0.669437138736248,1.4678595264752707,2.7870677789052314,4.044216871261597,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__ALL_CDR__TOP5_MEAN,1.0,0.0,0.5439442175334593,0.2122403346002102,0.4998240619897844,1.1999337375164032,2.349105706810951,3.1211415767669677,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__H_CDR3__MAX,1.0,0.0,1.0381138517171113,-0.10278595238924026,1.1019869270967476e-05,1.2959486246109009,3.3207532048225397,4.667389392852783,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__H_CDR3__MEAN,1.0,0.0,0.3840736975258171,-1.3252855041840423,-0.9995255194883793,-0.40596642834532404,0.21341938373225242,0.9977975681956325,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__H_CDR3__SUM,1.0,0.0,6.36349604470456,-29.83182241022587,-17.245815516263246,-6.20220588799566,3.014060562290247,13.969165954738855,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__H_CDR3__Q90,1.0,0.0,0.6954301413813733,-0.18878318816423403,-0.08346150889992714,0.4597087308764459,1.9829747581481914,4.181840705871583,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__H_CDR3__Q95,1.0,0.0,0.8207077029083668,-0.10278595238924026,-0.042424230928372754,0.8736264199018463,2.461046865582466,4.513648653030395,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__H_CDR3__TOP3_MEAN,1.0,0.0,0.7560252551506309,-0.2420648329813654,-0.04789755195379257,0.7969179563224316,2.3668323000272062,3.7943034172058105,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__H_CDR3__TOP5_MEAN,1.0,0.0,0.5994746476732139,-0.7263054605340585,-0.14885007753968235,0.5277024999260902,1.767066367641091,2.4916505575180055,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__L_CDR3__MAX,1.0,0.0,0.5875158726892313,-0.00863040704280138,0.20635867565870286,0.6376091241836548,1.800671041011809,3.903745174407959,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__L_CDR3__MEAN,1.0,0.0,0.285133286653969,-1.3147992781466908,-0.7590594769610712,-0.30909264037230366,0.1974883310458704,0.5348389511927962,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__L_CDR3__SUM,1.0,0.0,2.7384772753241315,-11.833193503320217,-7.337286636512727,-2.945976048707962,2.0150772757828226,5.496225900948048,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__L_CDR3__Q90,1.0,0.0,0.38521915419513203,-0.1557149030268193,0.05542385952547197,0.3808016419410706,1.2344920824468133,3.3761749267578125,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__L_CDR3__Q95,1.0,0.0,0.477565607308709,-0.04301124624907997,0.14012311937287444,0.5239469423890111,1.4826306790113448,3.6399600505828857,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__L_CDR3__TOP3_MEAN,1.0,0.0,0.3676947033206294,-0.10010890414317448,0.05215059094286214,0.3960698520143827,1.189431424438951,2.5921525259812674,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R5p0__L_CDR3__TOP5_MEAN,1.0,0.0,0.2827727422256969,-0.27265114039182664,-0.07491536715999242,0.22439708076417447,0.8389433825016018,1.6065659694373609,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__ALL_FV__MAX,1.0,0.0,0.908095950067415,1.854714274406433,2.551842653751373,3.91049861907959,5.729748725891113,7.112794399261475,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__ALL_FV__MEAN,1.0,0.0,0.08710561408060706,-1.1685055523146795,-1.0598692964839826,-0.9263194286894529,-0.7682821101706414,-0.6256316215437634,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__ALL_FV__SUM,1.0,0.0,20.664383177652343,-275.009895874653,-245.98439451070007,-213.92871314441436,-176.96156027797844,-143.8952729550656,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__ALL_FV__Q90,1.0,0.0,0.17033765391002653,0.2927238523960116,0.4905907616019249,0.7742881387472155,1.066400691866874,1.3299469470977783,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__ALL_FV__Q95,1.0,0.0,0.293025272519717,0.6364725112915031,0.9043456576764581,1.3603039145469662,1.8612020617723424,2.4082022547721835,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__ALL_FV__TOP3_MEAN,1.0,0.0,0.6964726213866945,1.730796496073405,2.2918893893559775,3.172903815905253,4.691507371266682,5.594096978505452,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__ALL_FV__TOP5_MEAN,1.0,0.0,0.5758510314229927,1.6584940433502198,2.102056225538254,2.901459836959839,4.093395235538481,4.640866136550903,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__HEAVY__MAX,1.0,0.0,0.8250089721551894,1.807531476020813,2.127687394618988,3.8394562005996704,4.8843537569046,7.112794399261475,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__HEAVY__MEAN,1.0,0.0,0.13534287250569363,-1.2005184306811618,-1.0551621219847351,-0.8628592910888657,-0.6078956278605055,-0.5120816787523104,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__HEAVY__SUM,1.0,0.0,17.24218757899147,-165.0385627131909,-129.3545655590715,-105.04762982577085,-74.02948433940765,-62.98604648653418,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__HEAVY__Q90,1.0,0.0,0.28875301823220106,0.3507852405309679,0.4749892805516721,0.8647471815347676,1.3927518796920795,1.778044772148133,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__HEAVY__Q95,1.0,0.0,0.45675653160181706,0.5600290298461914,0.879284192621707,1.612405875325202,2.4616054129600515,3.003159666061395,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__HEAVY__TOP3_MEAN,1.0,0.0,0.6140490012573496,1.64275058110555,1.964454346895218,3.0812409718831377,4.286636956532792,5.594096978505452,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__HEAVY__TOP5_MEAN,1.0,0.0,0.5333007467328017,1.4100263714790344,1.8060759669542312,2.7366487860679625,3.72053868293762,4.640866136550903,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__LIGHT__MAX,1.0,0.0,1.1441396007283626,0.8917797207832336,1.5369641959667206,2.3194103240966797,5.633381319046021,5.928225994110107,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__LIGHT__MEAN,1.0,0.0,0.10473285543894069,-1.2771296380858446,-1.1778061855148902,-1.0062945698765011,-0.8289862589145446,-0.7074998766938397,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__LIGHT__SUM,1.0,0.0,11.368666723519535,-146.13435632549226,-128.96451344217638,-110.31411148933694,-90.12909677233547,-76.40998668293469,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__LIGHT__Q90,1.0,0.0,0.1950827312934798,0.22686784565448742,0.3154443734884261,0.6266109704971314,0.9795299014449119,1.30863356590271,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__LIGHT__Q95,1.0,0.0,0.2657615782740247,0.5309866249561306,0.6824691639840598,1.069272157549856,1.5530150282382957,1.91129832267761,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__LIGHT__TOP3_MEAN,1.0,0.0,0.8834016163491637,0.8187497854232788,1.2336308181285858,1.9421736598014832,4.343682293097178,5.160709381103516,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__LIGHT__TOP5_MEAN,1.0,0.0,0.689899530462332,0.7729879379272461,1.0675697833299638,1.6996079683303833,3.5108107233047487,4.001275491714478,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__ALL_CDR__MAX,1.0,0.0,1.231834236262487,0.458821177482605,0.8007183521986008,1.8910105228424072,4.8843537569046,7.112794399261475,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__ALL_CDR__MEAN,1.0,0.0,0.2971267124858235,-1.677660350034486,-1.35398661300857,-0.922121801090455,-0.3338673053017059,-0.11688678319516935,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__ALL_CDR__SUM,1.0,0.0,15.941420198080879,-112.40324345231056,-70.3105599809438,-48.08148518184316,-17.531207100674553,-6.662546642124653,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__ALL_CDR__Q90,1.0,0.0,0.4434725717949939,-0.2043932124972339,0.12785441666841518,0.7242733955383301,1.561201251745224,2.741454124450684,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__ALL_CDR__Q95,1.0,0.0,0.6670691724556639,-0.10807378627359869,0.4478260526806114,1.0736054539680477,2.612013098001477,4.149970340728757,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__ALL_CDR__TOP3_MEAN,1.0,0.0,0.9510876245435779,0.28277091681957245,0.6953672697146734,1.4837970336278279,3.809192256132757,5.594096978505452,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__ALL_CDR__TOP5_MEAN,1.0,0.0,0.767448346689776,0.1193373903632164,0.559745994657278,1.2668743431568146,3.1067156827449796,4.5436238765716555,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__H_CDR3__MAX,1.0,0.0,1.3000233664202945,-0.14170441031455994,-0.07722289822995661,1.2884690761566162,4.12187874317169,6.969242095947266,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__H_CDR3__MEAN,1.0,0.0,0.5906698807367465,-1.9121486433979236,-1.4082024251984346,-0.6242409110859488,0.41653384313519437,1.1927782632410526,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__H_CDR3__SUM,1.0,0.0,9.977928383567384,-63.10090523213148,-24.83861153293401,-8.356338743120432,6.784987427806479,17.426101207733154,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__H_CDR3__Q90,1.0,0.0,0.9279297558618881,-0.4681648313999174,-0.1636662046611308,0.5989600583910943,2.596525205373763,4.861608028411866,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__H_CDR3__Q95,1.0,0.0,1.1092001239606566,-0.26546021178364776,-0.09463589392602442,0.8922169804573055,3.2501383835077253,5.673295688629148,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__H_CDR3__TOP3_MEAN,1.0,0.0,1.0295127089368095,-0.5329200079043707,-0.1543114977578322,0.8283931314945221,3.080935728549956,5.260874271392822,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__H_CDR3__TOP5_MEAN,1.0,0.0,0.8466761582851248,-0.861601373553276,-0.35824960634112357,0.542159865796566,2.3537921977043137,3.800990867614746,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__L_CDR3__MAX,1.0,0.0,0.6246879291241687,-0.14457882940769196,0.13865635320544245,0.702347993850708,2.0615700721740717,3.773282766342163,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__L_CDR3__MEAN,1.0,0.0,0.4378849343213902,-1.6384298340840773,-1.2264626494712298,-0.6207113980005184,0.19075053171301606,1.0280142892998727,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__L_CDR3__SUM,1.0,0.0,4.203096422515844,-18.02272817492485,-11.406926653720438,-6.0907558761537075,1.7645844478160138,11.3081571822986,False
HSP_KD_RAW_TOTAL_RASA_TIEN_CENTROID_R6p0__L_CDR3__Q90,1.0,0.0,0.4787993060113419,-0.18148821294307727,0.020223028063774146,0.5265159517526626,1.5055753290653187,3.4548263549804688,False
