antibody_id,cluster_id,role,split
ADI-45497,23,Dev,shadow_2
ADI-46694,100,Dev,shadow_2
ADI-47185,101,Dev,shadow_2
ADI-45467,102,Dev,shadow_2
ADI-47086,42,Dev,shadow_2
ADI-37123,103,Dev,shadow_2
ADI-37125,46,Private,shadow_2
ADI-38503,35,Dev,shadow_2
ADI-47223,104,Dev,shadow_2
ADI-37124,105,Public,shadow_2
ADI-47176,106,Dev,shadow_2
ADI-47061,107,Dev,shadow_2
ADI-45402,108,Public,shadow_2
ADI-46701,109,Private,shadow_2
ADI-47286,110,Public,shadow_2
ADI-47065,111,Private,shadow_2
ADI-47287,4,Dev,shadow_2
ADI-47071,112,Public,shadow_2
ADI-47072,27,Dev,shadow_2
ADI-45472,59,Dev,shadow_2
ADI-47075,27,Dev,shadow_2
ADI-47288,113,Dev,shadow_2
ADI-45404,114,Dev,shadow_2
ADI-47076,23,Dev,shadow_2
ADI-47189,115,Dev,shadow_2
ADI-47078,116,Public,shadow_2
ADI-47190,117,Public,shadow_2
ADI-47081,118,Private,shadow_2
ADI-47194,4,Dev,shadow_2
ADI-47193,102,Dev,shadow_2
ADI-47291,119,Dev,shadow_2
ADI-47082,120,Public,shadow_2
ADI-47197,121,Private,shadow_2
ADI-47085,122,Dev,shadow_2
ADI-47084,123,Dev,shadow_2
ADI-47087,124,Private,shadow_2
ADI-47292,125,Private,shadow_2
ADI-47200,126,Dev,shadow_2
ADI-47089,127,Dev,shadow_2
ADI-47090,35,Dev,shadow_2
ADI-47202,128,Private,shadow_2
ADI-47203,6,Dev,shadow_2
ADI-47294,6,Dev,shadow_2
ADI-47091,52,Private,shadow_2
ADI-47296,129,Public,shadow_2
ADI-47092,130,Public,shadow_2
ADI-47206,131,Dev,shadow_2
ADI-47094,132,Public,shadow_2
ADI-47207,133,Dev,shadow_2
ADI-47208,18,Private,shadow_2
ADI-47095,27,Dev,shadow_2
ADI-47096,52,Private,shadow_2
ADI-47097,52,Private,shadow_2
ADI-47298,134,Private,shadow_2
ADI-47299,6,Dev,shadow_2
ADI-47098,135,Public,shadow_2
ADI-47212,136,Private,shadow_2
ADI-47214,137,Dev,shadow_2
ADI-47102,138,Dev,shadow_2
ADI-47103,139,Public,shadow_2
ADI-47107,6,Dev,shadow_2
ADI-47220,140,Public,shadow_2
ADI-47111,27,Dev,shadow_2
ADI-47303,141,Private,shadow_2
ADI-47221,142,Public,shadow_2
ADI-47222,143,Dev,shadow_2
ADI-47305,46,Private,shadow_2
ADI-47114,144,Dev,shadow_2
ADI-47226,145,Private,shadow_2
ADI-47227,27,Dev,shadow_2
ADI-47118,146,Dev,shadow_2
ADI-47306,4,Dev,shadow_2
ADI-47267,147,Dev,shadow_2
ADI-47307,148,Dev,shadow_2
ADI-47228,27,Dev,shadow_2
ADI-47310,149,Dev,shadow_2
ADI-47229,46,Private,shadow_2
ADI-47230,136,Private,shadow_2
ADI-47124,150,Public,shadow_2
ADI-47125,151,Dev,shadow_2
ADI-47127,152,Dev,shadow_2
ADI-47234,132,Public,shadow_2
ADI-47312,23,Dev,shadow_2
ADI-47236,153,Private,shadow_2
ADI-47249,86,Public,shadow_2
ADI-47129,154,Dev,shadow_2
ADI-47131,155,Public,shadow_2
ADI-47246,156,Dev,shadow_2
ADI-47133,46,Private,shadow_2
ADI-47134,27,Dev,shadow_2
ADI-47316,157,Dev,shadow_2
ADI-47239,158,Public,shadow_2
ADI-47240,159,Private,shadow_2
ADI-47241,160,Public,shadow_2
ADI-47139,161,Private,shadow_2
ADI-47181,8,Public,shadow_2
ADI-47248,162,Dev,shadow_2
ADI-47141,163,Public,shadow_2
ADI-47250,86,Public,shadow_2
ADI-47251,164,Dev,shadow_2
ADI-47252,165,Public,shadow_2
ADI-47145,27,Dev,shadow_2
ADI-47254,166,Private,shadow_2
ADI-47146,14,Public,shadow_2
ADI-47147,167,Private,shadow_2
ADI-45489,168,Dev,shadow_2
ADI-47165,169,Dev,shadow_2
ADI-47148,170,Dev,shadow_2
ADI-47159,171,Private,shadow_2
ADI-47156,172,Dev,shadow_2
ADI-47154,173,Dev,shadow_2
ADI-47263,174,Public,shadow_2
ADI-47160,175,Public,shadow_2
ADI-47265,86,Public,shadow_2
ADI-47163,176,Dev,shadow_2
ADI-47126,46,Private,shadow_2
ADI-47080,177,Dev,shadow_2
ADI-47088,178,Dev,shadow_2
ADI-47210,84,Private,shadow_2
ADI-47211,179,Private,shadow_2
ADI-47101,180,Private,shadow_2
ADI-47108,181,Public,shadow_2
ADI-47110,35,Dev,shadow_2
ADI-47115,182,Dev,shadow_2
ADI-47128,183,Dev,shadow_2
ADI-47314,41,Public,shadow_2
ADI-47315,54,Private,shadow_2
ADI-47242,35,Dev,shadow_2
ADI-47136,184,Private,shadow_2
ADI-47138,41,Public,shadow_2
ADI-47142,185,Dev,shadow_2
ADI-47144,186,Dev,shadow_2
ADI-47157,187,Dev,shadow_2
ADI-47150,84,Private,shadow_2
ADI-47164,188,Public,shadow_2
ADI-45411,36,Dev,shadow_2
ADI-45488,189,Dev,shadow_2
ADI-47285,23,Dev,shadow_2
ADI-46713,46,Private,shadow_2
ADI-46708,23,Dev,shadow_2
ADI-45406,14,Public,shadow_2
ADI-46704,86,Public,shadow_2
ADI-46706,102,Dev,shadow_2
ADI-45430,27,Dev,shadow_2
ADI-45409,102,Dev,shadow_2
ADI-45405,35,Dev,shadow_2
ADI-47188,190,Dev,shadow_2
ADI-45408,27,Dev,shadow_2
ADI-45479,23,Dev,shadow_2
ADI-45407,35,Dev,shadow_2
ADI-47218,23,Dev,shadow_2
ADI-45476,35,Dev,shadow_2
ADI-45480,23,Dev,shadow_2
ADI-45481,59,Dev,shadow_2
ADI-47117,23,Dev,shadow_2
ADI-47120,42,Dev,shadow_2
ADI-46705,23,Dev,shadow_2
ADI-47235,35,Dev,shadow_2
ADI-47130,56,Dev,shadow_2
ADI-47255,191,Private,shadow_2
ADI-46707,30,Dev,shadow_2
ADI-47257,91,Dev,shadow_2
ADI-45477,168,Dev,shadow_2
ADI-45493,27,Dev,shadow_2
ADI-47262,23,Dev,shadow_2
ADI-45410,30,Dev,shadow_2
ADI-47264,35,Dev,shadow_2
ADI-47162,84,Private,shadow_2
ADI-45435,27,Dev,shadow_2
ADI-45433,168,Dev,shadow_2
ADI-45498,35,Dev,shadow_2
ADI-45486,192,Dev,shadow_2
ADI-47245,193,Dev,shadow_2
