antibody_id,cluster_id,role,split
ADI-45409,102,Private,shadow_4
ADI-45405,35,Dev,shadow_4
ADI-47188,190,Public,shadow_4
ADI-45408,27,Dev,shadow_4
ADI-45479,23,Dev,shadow_4
ADI-45407,35,Dev,shadow_4
ADI-47218,23,Dev,shadow_4
ADI-45476,35,Dev,shadow_4
ADI-45480,23,Dev,shadow_4
ADI-45481,59,Dev,shadow_4
ADI-47117,23,Dev,shadow_4
ADI-47120,42,Dev,shadow_4
ADI-46705,23,Dev,shadow_4
ADI-47235,35,Dev,shadow_4
ADI-47130,56,Dev,shadow_4
ADI-47255,191,Dev,shadow_4
ADI-46707,30,Public,shadow_4
ADI-47257,91,Public,shadow_4
ADI-45477,168,Dev,shadow_4
ADI-45493,27,Dev,shadow_4
ADI-47262,23,Dev,shadow_4
ADI-45410,30,Public,shadow_4
ADI-47264,35,Dev,shadow_4
ADI-47162,84,Public,shadow_4
ADI-45435,27,Dev,shadow_4
ADI-45433,168,Dev,shadow_4
ADI-45498,35,Dev,shadow_4
ADI-45486,192,Dev,shadow_4
ADI-47245,193,Dev,shadow_4
