antibody_id,cluster_id,role,split
ADI-47300,0,Dev,shadow_1
ADI-47100,52,Private,shadow_1
ADI-47215,53,Dev,shadow_1
ADI-47216,23,Dev,shadow_1
ADI-47217,54,Public,shadow_1
ADI-46710,23,Dev,shadow_1
ADI-47301,41,Public,shadow_1
ADI-47187,23,Dev,shadow_1
ADI-47105,8,Dev,shadow_1
ADI-47106,55,Dev,shadow_1
ADI-45490,56,Dev,shadow_1
ADI-47302,23,Dev,shadow_1
ADI-47109,57,Dev,shadow_1
ADI-47304,58,Dev,shadow_1
ADI-47112,59,Private,shadow_1
ADI-47113,60,Dev,shadow_1
ADI-47224,27,Dev,shadow_1
ADI-47225,41,Public,shadow_1
ADI-45429,4,Public,shadow_1
ADI-47119,35,Private,shadow_1
ADI-47308,23,Dev,shadow_1
ADI-47121,61,Dev,shadow_1
ADI-47122,52,Private,shadow_1
ADI-47311,35,Private,shadow_1
ADI-47123,62,Public,shadow_1
ADI-47231,63,Dev,shadow_1
ADI-47232,30,Dev,shadow_1
ADI-47258,64,Dev,shadow_1
ADI-46677,65,Private,shadow_1
ADI-45491,27,Dev,shadow_1
ADI-47313,66,Dev,shadow_1
ADI-45373,30,Dev,shadow_1
ADI-47132,67,Public,shadow_1
ADI-47237,68,Private,shadow_1
ADI-47238,52,Private,shadow_1
ADI-47135,36,Public,shadow_1
ADI-47243,69,Public,shadow_1
ADI-45375,70,Private,shadow_1
ADI-47244,71,Dev,shadow_1
ADI-47247,14,Dev,shadow_1
ADI-47140,6,Public,shadow_1
ADI-47317,41,Public,shadow_1
ADI-45448,72,Dev,shadow_1
ADI-47143,73,Public,shadow_1
ADI-45382,74,Dev,shadow_1
ADI-47253,75,Dev,shadow_1
ADI-47256,76,Private,shadow_1
ADI-47166,35,Private,shadow_1
ADI-45428,35,Private,shadow_1
ADI-47149,52,Private,shadow_1
ADI-47151,77,Dev,shadow_1
ADI-47152,42,Dev,shadow_1
ADI-47259,52,Private,shadow_1
ADI-47260,23,Dev,shadow_1
ADI-47261,11,Public,shadow_1
ADI-47155,78,Public,shadow_1
ADI-47153,79,Private,shadow_1
ADI-47158,80,Dev,shadow_1
ADI-45438,81,Dev,shadow_1
ADI-47161,82,Dev,shadow_1
ADI-38498,59,Private,shadow_1
ADI-38500,83,Dev,shadow_1
ADI-38499,84,Dev,shadow_1
ADI-45397,42,Dev,shadow_1
ADI-45456,85,Dev,shadow_1
ADI-45455,86,Dev,shadow_1
ADI-45450,86,Dev,shadow_1
ADI-45465,87,Dev,shadow_1
ADI-45464,23,Dev,shadow_1
ADI-46692,88,Public,shadow_1
ADI-45390,41,Public,shadow_1
ADI-45395,46,Public,shadow_1
ADI-46690,0,Dev,shadow_1
ADI-45393,46,Public,shadow_1
ADI-46685,8,Dev,shadow_1
ADI-45460,35,Private,shadow_1
ADI-45389,89,Private,shadow_1
ADI-46689,90,Dev,shadow_1
ADI-45459,35,Private,shadow_1
ADI-45463,84,Dev,shadow_1
ADI-45470,35,Private,shadow_1
ADI-47295,91,Public,shadow_1
ADI-45452,92,Dev,shadow_1
ADI-45454,27,Dev,shadow_1
ADI-45388,52,Private,shadow_1
ADI-47205,93,Public,shadow_1
ADI-46695,94,Dev,shadow_1
ADI-46684,86,Dev,shadow_1
ADI-47213,41,Public,shadow_1
ADI-46696,95,Dev,shadow_1
ADI-46697,52,Private,shadow_1
ADI-47104,96,Private,shadow_1
ADI-47219,27,Dev,shadow_1
ADI-45391,89,Private,shadow_1
ADI-45461,52,Private,shadow_1
ADI-47116,46,Public,shadow_1
ADI-47309,23,Dev,shadow_1
ADI-45453,97,Dev,shadow_1
ADI-46693,46,Public,shadow_1
ADI-47233,8,Dev,shadow_1
ADI-47137,98,Private,shadow_1
ADI-45383,74,Dev,shadow_1
ADI-45469,35,Private,shadow_1
ADI-45422,86,Dev,shadow_1
ADI-45485,35,Private,shadow_1
ADI-45495,41,Public,shadow_1
ADI-46691,30,Dev,shadow_1
ADI-45425,99,Dev,shadow_1
ADI-45451,27,Dev,shadow_1
ADI-45499,86,Dev,shadow_1
ADI-45497,23,Dev,shadow_1
ADI-46694,100,Dev,shadow_1
ADI-47185,101,Dev,shadow_1
ADI-45467,102,Dev,shadow_1
ADI-47086,42,Dev,shadow_1
ADI-37123,103,Dev,shadow_1
ADI-37125,46,Public,shadow_1
ADI-38503,35,Private,shadow_1
ADI-47223,104,Dev,shadow_1
ADI-37124,105,Private,shadow_1
ADI-47176,106,Dev,shadow_1
ADI-47061,107,Dev,shadow_1
ADI-45402,108,Dev,shadow_1
ADI-46701,109,Dev,shadow_1
ADI-47286,110,Dev,shadow_1
ADI-47065,111,Public,shadow_1
ADI-47287,4,Public,shadow_1
ADI-47071,112,Dev,shadow_1
ADI-47072,27,Dev,shadow_1
ADI-45472,59,Private,shadow_1
ADI-47075,27,Dev,shadow_1
ADI-47288,113,Dev,shadow_1
ADI-45404,114,Dev,shadow_1
ADI-47076,23,Dev,shadow_1
ADI-47189,115,Dev,shadow_1
ADI-47078,116,Dev,shadow_1
ADI-47190,117,Dev,shadow_1
ADI-47081,118,Public,shadow_1
ADI-47194,4,Public,shadow_1
ADI-47193,102,Dev,shadow_1
ADI-47291,119,Dev,shadow_1
ADI-47082,120,Dev,shadow_1
ADI-47197,121,Dev,shadow_1
ADI-47085,122,Public,shadow_1
ADI-47084,123,Dev,shadow_1
ADI-47087,124,Private,shadow_1
ADI-47292,125,Dev,shadow_1
ADI-47200,126,Dev,shadow_1
ADI-47089,127,Dev,shadow_1
ADI-47090,35,Private,shadow_1
ADI-47202,128,Dev,shadow_1
ADI-47203,6,Public,shadow_1
ADI-47294,6,Public,shadow_1
ADI-47091,52,Private,shadow_1
ADI-47296,129,Public,shadow_1
ADI-47092,130,Private,shadow_1
ADI-47206,131,Dev,shadow_1
ADI-47094,132,Private,shadow_1
ADI-47207,133,Dev,shadow_1
ADI-47208,18,Dev,shadow_1
ADI-47095,27,Dev,shadow_1
ADI-47096,52,Private,shadow_1
ADI-47097,52,Private,shadow_1
ADI-47298,134,Dev,shadow_1
ADI-47299,6,Public,shadow_1
ADI-47098,135,Dev,shadow_1
ADI-47212,136,Dev,shadow_1
ADI-47214,137,Dev,shadow_1
ADI-47102,138,Public,shadow_1
ADI-47103,139,Dev,shadow_1
ADI-47107,6,Public,shadow_1
ADI-47220,140,Dev,shadow_1
ADI-47111,27,Dev,shadow_1
ADI-47303,141,Public,shadow_1
ADI-47221,142,Public,shadow_1
ADI-47222,143,Dev,shadow_1
ADI-47305,46,Public,shadow_1
ADI-47114,144,Public,shadow_1
ADI-47226,145,Dev,shadow_1
ADI-47227,27,Dev,shadow_1
ADI-47118,146,Dev,shadow_1
ADI-47306,4,Public,shadow_1
ADI-47267,147,Dev,shadow_1
ADI-47307,148,Private,shadow_1
ADI-47228,27,Dev,shadow_1
ADI-47310,149,Public,shadow_1
ADI-47229,46,Public,shadow_1
ADI-47230,136,Dev,shadow_1
ADI-47124,150,Dev,shadow_1
ADI-47125,151,Dev,shadow_1
ADI-47127,152,Dev,shadow_1
ADI-47234,132,Private,shadow_1
ADI-47312,23,Dev,shadow_1
ADI-47236,153,Dev,shadow_1
ADI-47249,86,Dev,shadow_1
ADI-47129,154,Private,shadow_1
ADI-47131,155,Private,shadow_1
ADI-47246,156,Dev,shadow_1
ADI-47133,46,Public,shadow_1
ADI-47134,27,Dev,shadow_1
ADI-47316,157,Dev,shadow_1
ADI-47239,158,Dev,shadow_1
ADI-47240,159,Public,shadow_1
ADI-47241,160,Dev,shadow_1
ADI-47139,161,Dev,shadow_1
ADI-47181,8,Dev,shadow_1
ADI-47248,162,Private,shadow_1
ADI-47141,163,Dev,shadow_1
ADI-47250,86,Dev,shadow_1
ADI-47251,164,Dev,shadow_1
ADI-47252,165,Private,shadow_1
ADI-47145,27,Dev,shadow_1
ADI-47254,166,Dev,shadow_1
ADI-47146,14,Dev,shadow_1
ADI-47147,167,Public,shadow_1
ADI-45489,168,Dev,shadow_1
ADI-47165,169,Dev,shadow_1
ADI-47148,170,Dev,shadow_1
ADI-47159,171,Public,shadow_1
ADI-47156,172,Dev,shadow_1
ADI-47154,173,Public,shadow_1
ADI-47263,174,Dev,shadow_1
ADI-47160,175,Dev,shadow_1
ADI-47265,86,Dev,shadow_1
ADI-47163,176,Public,shadow_1
ADI-47126,46,Public,shadow_1
ADI-47080,177,Dev,shadow_1
ADI-47088,178,Dev,shadow_1
ADI-47210,84,Dev,shadow_1
ADI-47211,179,Private,shadow_1
ADI-47101,180,Dev,shadow_1
ADI-47108,181,Dev,shadow_1
ADI-47110,35,Private,shadow_1
ADI-47115,182,Dev,shadow_1
ADI-47128,183,Public,shadow_1
ADI-47314,41,Public,shadow_1
ADI-47315,54,Public,shadow_1
ADI-47242,35,Private,shadow_1
ADI-47136,184,Dev,shadow_1
ADI-47138,41,Public,shadow_1
ADI-47142,185,Dev,shadow_1
ADI-47144,186,Private,shadow_1
ADI-47157,187,Dev,shadow_1
ADI-47150,84,Dev,shadow_1
ADI-47164,188,Private,shadow_1
ADI-45411,36,Public,shadow_1
ADI-45488,189,Public,shadow_1
ADI-47285,23,Dev,shadow_1
ADI-46713,46,Public,shadow_1
ADI-46708,23,Dev,shadow_1
ADI-45406,14,Dev,shadow_1
ADI-46704,86,Dev,shadow_1
ADI-46706,102,Dev,shadow_1
ADI-45430,27,Dev,shadow_1
ADI-45409,102,Dev,shadow_1
ADI-45405,35,Private,shadow_1
ADI-47188,190,Private,shadow_1
ADI-45408,27,Dev,shadow_1
ADI-45479,23,Dev,shadow_1
ADI-45407,35,Private,shadow_1
ADI-47218,23,Dev,shadow_1
ADI-45476,35,Private,shadow_1
ADI-45480,23,Dev,shadow_1
ADI-45481,59,Private,shadow_1
ADI-47117,23,Dev,shadow_1
ADI-47120,42,Dev,shadow_1
ADI-46705,23,Dev,shadow_1
ADI-47235,35,Private,shadow_1
ADI-47130,56,Dev,shadow_1
ADI-47255,191,Dev,shadow_1
ADI-46707,30,Dev,shadow_1
ADI-47257,91,Public,shadow_1
ADI-45477,168,Dev,shadow_1
ADI-45493,27,Dev,shadow_1
ADI-47262,23,Dev,shadow_1
ADI-45410,30,Dev,shadow_1
ADI-47264,35,Private,shadow_1
ADI-47162,84,Dev,shadow_1
ADI-45435,27,Dev,shadow_1
ADI-45433,168,Dev,shadow_1
ADI-45498,35,Private,shadow_1
ADI-45486,192,Dev,shadow_1
ADI-47245,193,Dev,shadow_1
