id,fold,y_true,y_pred
ADI-47081,1,68.0,69.3424524596329
ADI-47087,4,64.5,69.68680819725644
ADI-47089,3,66.0,68.43473866174992
ADI-47091,2,74.5,70.98220986111346
ADI-47094,0,77.0,71.45915832167964
ADI-47095,1,72.0,70.36759738261262
ADI-47096,2,74.5,71.52189075030273
ADI-47097,1,70.5,68.61965904824567
ADI-47098,2,60.5,67.66369024846625
ADI-47099,4,68.5,68.51586365662476
ADI-47100,3,67.0,68.70600107585672
ADI-47102,4,71.0,70.57422644728936
ADI-47103,3,69.5,69.82152879490587
ADI-47105,1,69.5,68.10278680382874
ADI-47111,3,74.5,69.69122112305317
ADI-47114,0,69.0,71.53160425483014
ADI-47117,4,79.0,69.71386060783004
ADI-47118,3,68.0,69.65301510379564
ADI-47122,0,66.0,68.14955418951948
ADI-47123,3,72.0,69.21008678391145
ADI-47130,2,68.5,69.80535356502097
ADI-47131,2,73.0,70.22352211298809
ADI-47132,3,70.5,69.8027516956754
ADI-47134,2,65.5,71.17248907900365
ADI-47139,2,69.0,70.23293718969035
ADI-47141,1,75.0,68.61320172621059
ADI-47145,0,68.0,69.69509800244049
ADI-47146,0,65.0,70.15329643801277
ADI-47147,4,74.0,71.28213300703382
ADI-47149,1,76.0,70.98789503164242
ADI-47151,4,67.5,68.33324698737745
ADI-47153,3,60.0,67.3229358063843
ADI-47154,0,72.5,70.07172847394163
ADI-47155,1,60.0,68.64281117094853
ADI-47156,1,70.5,68.35150273821516
ADI-47158,1,69.0,67.49067837079176
ADI-47159,3,71.0,68.14587277709035
ADI-47162,3,71.0,70.5723210827068
ADI-47163,2,61.0,67.66280949105656
ADI-47165,1,76.0,70.06479695550743
ADI-47176,4,72.5,70.23837687164945
ADI-47177,2,73.0,69.21842199237338
ADI-47180,2,72.0,67.99134336213342
ADI-47181,0,62.5,68.6359266765249
ADI-47183,4,69.5,69.7189378544922
ADI-47187,2,66.5,68.87478213458843
ADI-47188,1,70.0,72.02512340901515
ADI-47189,4,70.5,69.76446619021328
ADI-47195,1,68.5,69.43995411999859
ADI-47199,1,71.0,71.77497924713836
ADI-47204,1,67.0,68.02641409011929
ADI-47207,3,75.0,71.5244394001221
ADI-47209,1,77.0,72.29413955981578
ADI-47212,4,68.5,68.58515130219348
ADI-47213,1,71.0,69.78178847511205
ADI-47215,0,76.0,71.23989544045759
ADI-47216,4,70.0,69.91511478841062
ADI-47218,2,70.5,71.79377017946763
ADI-47219,4,75.0,73.08799482085585
ADI-47223,4,67.5,67.06523404527243
ADI-47224,3,76.0,72.00572160120547
ADI-47225,0,63.5,69.45935140064273
ADI-47227,2,74.0,71.8939824967613
ADI-47228,2,73.0,69.52129170380235
ADI-47230,3,66.5,68.3947855152524
ADI-47233,0,69.5,71.2638737314321
ADI-47234,1,66.5,69.33413047302045
ADI-47236,1,68.5,69.91258418950532
ADI-47238,1,77.0,70.62757528645031
ADI-47240,4,66.0,70.47350895661276
ADI-47241,1,72.5,69.80359265305204
ADI-47244,0,71.5,70.39536471460426
ADI-47247,3,76.0,70.9687649362314
ADI-47249,2,68.0,68.94199373733355
ADI-47250,3,71.5,69.54839887522779
ADI-47252,4,69.0,70.55462397007382
ADI-47254,4,71.5,70.30638130381223
ADI-47258,0,68.0,70.48230961132175
ADI-47259,2,72.5,69.56448447774957
ADI-47260,2,79.0,71.91727094550103
ADI-47262,0,69.0,70.92328786292688
ADI-47265,4,69.5,69.33183743118775
ADI-47267,4,70.5,68.52322732461913
ADI-47280,0,70.0,70.10206833515014
ADI-47283,2,71.5,70.39202588887167
ADI-47284,4,64.5,67.2040537328281
ADI-47285,4,82.5,72.24945727912188
ADI-47288,2,76.5,69.45869077927682
ADI-47289,3,67.0,68.6376903802439
ADI-47292,2,70.5,71.88399574351233
ADI-47297,3,79.5,71.2385146097516
ADI-47300,3,68.0,70.07846788766963
ADI-47301,2,67.0,68.55142571643005
ADI-47302,0,73.0,71.41915915174064
ADI-47308,1,66.5,69.05160186378376
ADI-47309,0,74.0,71.22969432446054
ADI-47312,4,73.0,69.42261973474305
ADI-47316,4,67.0,68.11154967678604
ADI-47317,2,69.0,69.93763520061839
