id,status,runtime,heavy_length,light_length,global_pLDDT,VH_pLDDT,VL_pLDDT,CH1_pLDDT,CL_pLDDT,severe_clash_count,heavy_light_disulfide_distance,file_path,SHA256,notes
ADI-47280,ok,22.222588950768117,226,215,87.11430839002269,87.2171544715447,89.07435185185186,84.75883495145631,87.2851401869159,0,2.501852313786727,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47280.pdb,498516a9e38ee6014a737f2d7d7ebc5f24fb2966961a8afa6f8416d6bf243558,
ADI-47058,ok,21.740138144232333,222,214,86.05011467889909,89.26344537815127,86.57935185185185,82.44883495145635,85.40283018867925,0,2.6620642366404312,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47058.pdb,14468d549cc7b50af05aee0e7790e4906ced6583ae09dc8b59ed38b9cc0030f7,
ADI-47281,ok,22.016153753735125,223,216,85.71373576309796,87.82616666666667,85.45990909090908,83.5468932038835,85.69122641509432,0,2.3362127471615253,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47281.pdb,942f403cf7d88249149d10bc17dd0d6991dae9287e2a909766b8b57b91a8a3f0,
ADI-47175,ok,22.365947561338544,230,213,86.69963882618511,86.80267716535434,89.44877358490568,83.84776699029126,86.59915887850468,0,2.915750675212132,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47175.pdb,8940de69f2b70e8de56f244c5a4c4acf20334d7d4442d70de81dfff742670a9e,
ADI-47282,ok,37.0157905863598,226,214,87.08461363636363,88.13642276422766,89.17897196261684,84.24087378640776,86.51859813084114,0,2.787753575910181,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47282.pdb,7f5b6e14be8af6fefdfdd0653742fe508378cf7db1a0b54ecdc6f8ae34ec1178,
ADI-47283,ok,23.09897898044437,227,220,87.25400447427293,86.54693548387095,90.03433628318584,84.96611650485434,87.33953271028035,0,2.842259840338317,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47283.pdb,6cf4ae2355c61e138355f230618274fe8ef1914343f0928787dca01dc2e1938c,
ADI-47059,ok,21.935660088434812,224,214,87.36671232876711,88.41264462809917,89.07943925233647,84.48349514563108,87.24663551401866,0,2.544954420024061,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47059.pdb,d1dcc7f0b248abd0959910d322425903055b89e8d09b5226f15197433a70a97a,
ADI-47060,ok,21.73889651056379,222,214,86.75174311926604,87.8933613445378,87.86551401869157,84.37757281553398,86.653738317757,0,2.656400572202919,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47060.pdb,f2d9c623a2553fc1f3726de391f2d9001bd843574e8afb1f91077cc048705483,
ADI-47178,ok,22.0262847840786,225,214,87.94747152619591,89.63459016393443,90.46644859813084,84.54339805825242,86.78168224299067,0,2.914689348798597,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47178.pdb,72286b1d19479abbc3cd61f90b12c2bee2d7f3cc9f78b9e2fb842073171a5a4f,
ADI-47177,ok,22.02020711544901,229,210,87.07735763097952,89.19753968253971,89.64126213592235,83.41815533980582,85.63504672897197,1,2.750066908276961,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47177.pdb,f742ee7807b986490e2f2b8c68edba5d1fbac14c707ebe4c93233b6c883fd795,
ADI-47284,ok,33.501992519944906,219,217,85.10940366972478,88.27836206896549,84.88378378378378,81.87621359223299,85.01943396226416,0,3.4499813042971703,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47284.pdb,e4bd53d4f01b2e77610d7c31eaf38ef51b764e41c4a1244fd7acc9949be0421b,
ADI-47179,ok,32.09673631284386,225,213,87.78445205479453,89.31836065573769,90.4895283018868,84.06,86.94093457943927,0,2.589623331683586,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47179.pdb,36ef5b47a7b4638499f4319d5cc1168ec2c8f022e615153efad3012fc2c1f99c,
ADI-47180,ok,21.56125200726092,220,215,87.45703448275862,90.8534188034188,88.35425925925927,83.94271844660194,86.22056074766355,0,2.7056623957914625,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47180.pdb,6b1defcaf2924866915c5d00af91623ed9955f38b8f8ef2a6cdf412af9eb2520,
ADI-45439,ok,21.923551870509986,224,214,86.1439497716895,87.01801652892561,86.93336448598131,83.6545631067961,86.76242990654204,0,2.752311937262927,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-45439.pdb,8382c9e916682f55b835dd0fde67d5dac760cc1656ed820ec983ff11813234bc,
ADI-45368,ok,21.87178629357368,225,213,88.00273972602739,88.46475409836064,90.45726415094336,85.29009708737863,87.65560747663552,0,2.7203354572552283,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-45368.pdb,e6cc73cf9b61b756b9e613d783a782089cc20cbe439dcf816996534824f37c3b,
ADI-47062,ok,24.03861429728568,223,214,88.03681922196796,89.13283333333334,90.2673831775701,85.02776699029127,87.47364485981309,0,2.8974956427922387,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47062.pdb,b2dee9049a922044d3a1fd9cfbf65cf161caa202bb3d906ad37f4fd8695cb4ae,
ADI-47182,ok,36.49281026702374,229,214,86.59765237020316,86.98134920634921,87.85897196261682,84.28203883495145,87.11355140186917,0,2.842925781655231,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47182.pdb,36a8864e63124fbfee2a3c3a31144843906d989809e39463071cdfb0b9291f92,
ADI-47063,ok,22.120924135670062,226,214,86.79397727272728,86.02024390243902,89.13831775700936,84.59126213592232,87.45943925233647,0,2.778126886950991,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47063.pdb,da65be5ab65e4cb4f0592fe6407712184e1d8797aa654cae5a8f062076dc3340,
ADI-47183,ok,21.54582058917731,221,214,88.98896551724138,91.3092372881356,91.56,85.07038834951456,87.63121495327105,0,2.8647443166886646,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47183.pdb,606d1f6fa4b669e84af155995e5aa767a29b7e462142af38c544997e7d254238,
ADI-47064,ok,22.10973451565951,224,216,84.27072727272726,85.0307438016529,84.24363636363637,82.2821359223301,85.36358490566039,0,3.416624796491414,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47064.pdb,0d3f6b88e43d3e8186a5915289f336e466d988fed191ad879b5be1013755abe3,
ADI-47066,ok,22.650248730555177,225,220,87.95408988764045,89.54573770491803,90.6612389380531,84.07796116504854,87.01158878504673,0,2.9368319665925733,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47066.pdb,7e6b89c33013fd5ee4e120c9b9a7208119c4672cdcb745f08291ee1e3c8bc0da,
ADI-45379,ok,21.71226356737316,221,215,88.25068807339449,91.12211864406778,90.24851851851854,84.37582524271845,86.79757009345795,0,2.8583496986897874,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-45379.pdb,552ecc27961cc5d51ea6028e467cf66c4318be2d073279aceb90c1a1b7f8e090,
ADI-47067,ok,36.34794561564922,228,216,83.99777027027025,85.18632000000001,83.43354545454544,81.94368932038839,85.17764150943397,0,3.6125396883633,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47067.pdb,91492a094d7609b612c371a270135ac22febf7f1bed19d6bf32843e956f26cc3,
ADI-47068,ok,30.326783378608525,223,220,87.84564334085778,90.01150000000001,89.48858407079645,84.48864077669903,86.91308411214953,0,2.6558465693635247,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47068.pdb,0301ee9c67eaea28eceb8c8c0890c1302f88ff86fe82d7922a7efae0f73500fc,
ADI-47069,ok,22.24011168908328,227,214,86.04374149659863,86.2816935483871,87.98102803738317,83.37708737864078,86.39766355140186,0,2.9563497763289117,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47069.pdb,37a43261fc84b4918f2bb47ec3233a7c83e531c6159413d26dfc49eb7b3122b2,
ADI-47070,ok,22.705744395963848,230,216,83.45311659192826,82.02771653543309,84.6770909090909,82.17300970873787,85.13462264150944,0,2.9677098914819813,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47070.pdb,a279e292934b496f02c38463065918adc6bc818c7a4080014d2661be519b9e6d,
ADI-45442,ok,22.123455459252,225,215,87.29868181818182,89.50704918032785,88.32046296296296,84.24184466019418,86.69196261682242,0,2.9217862687061844,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-45442.pdb,150006c0f566107b636875fcb9f9b206e1c07fd94adb1dd19ca660be623c9ab2,
ADI-47184,ok,28.82597532309592,226,215,86.31197278911566,85.59252032520324,89.13722222222222,83.79660194174757,86.70869158878506,0,3.1342324419225824,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47184.pdb,3444b30118cda45b9ae41f8c8034ec4c6217248cb9756182f389b0d22de9f4c6,
ADI-47073,ok,32.770436444319785,222,217,85.76961275626424,88.87991596638655,85.80945945945943,82.5759223300971,85.33943396226417,0,3.339786969254176,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47073.pdb,856a3c83129e1a91992b7044f5803ec3adb4b28c20a50cdb28a5017109cf205b,
ADI-46682,ok,21.357335472479463,219,214,88.77263279445728,91.47379310344829,90.76280373831774,85.05320388349513,87.43448598130841,0,2.8414941492109382,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-46682.pdb,458c79e90bffcbbae7c45d19a5bfcaee8e0fe1bfe3210e21d145bdbe98092e02,
ADI-47074,ok,22.658827275969088,231,214,87.69914606741573,86.53421875000001,90.90158878504674,85.30592233009712,88.19401869158878,0,2.3243982016857627,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47074.pdb,2e7be3cc400a3510e3cdeef87bac43c8f198d173ae8e5e98d08579a859c18afd,
ADI-47186,ok,22.366526915691797,226,216,85.15330316742082,87.3050406504065,86.01663636363635,81.81009708737862,85.00915094339624,0,3.9074224240539936,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47186.pdb,ed9d4aadd8cf6cc31a3bd83bec9dd3de1e2d5cd8538f959a390c8ec3c033e617,
ADI-45370,ok,21.787884562276304,221,216,85.38118993135012,88.14661016949151,85.39927272727273,82.38650485436897,85.1938679245283,0,3.4530980293064397,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-45370.pdb,24bff5e22c6ff17ff7199ea8d6c23faf4fc55ca690d0874740aaa5e99eba21df,
ADI-47077,ok,22.22234216053039,225,216,85.19965986394558,86.88918032786886,87.1638181818182,81.84378640776698,84.4777358490566,0,3.586399587329887,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47077.pdb,20f3df53174427cb13a9d0319494ad23ed8a9828e9070a91a3f5d3b4b079738b,
ADI-47079,ok,39.555435811169446,224,220,87.23578828828828,89.04479338842977,88.14433628318586,84.3169902912621,87.04028037383179,0,2.791881802655693,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47079.pdb,f0746d68a9a1e5ade5474f5bfcef2b75e363de7c965cffe735a8c316514a6acb,
ADI-47289,ok,23.37979373894632,222,215,87.59720823798627,89.55689075630252,89.09814814814816,84.3317475728155,87.04616822429907,0,2.9270949762520515,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47289.pdb,8b31b5d77cc6ef15c567fc5e77f76eec8041477e01f27582aa6ac1206523498f,
ADI-47191,ok,22.6272187018767,226,219,86.6270786516854,89.42056910569106,85.49249999999999,84.27339805825244,86.86915887850469,0,2.6185026255476624,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47191.pdb,63b4e248f027fd7ade12233d331f9a17c6e9a9f407f23433d6f01b2409674a5c,
ADI-47192,ok,23.055759326554835,232,217,83.77060133630289,84.3862015503876,84.31090090090089,81.24398058252429,84.91075471698115,0,2.8281905876372613,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47192.pdb,fb8a43b75fcecff6c736479bbd9eca668918777eb90f86b29dbcf56dc51e9431,
ADI-47290,ok,22.431232426315542,226,216,83.50714932126698,82.36219512195122,84.12109090909091,82.37611650485437,85.29764150943396,0,3.6159702708954895,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47290.pdb,12d3b4249e1c743a3a293372137b4207bb112a70f2e2ae966c603ed0ce2ab264,
ADI-47195,ok,34.69149046763778,223,216,85.16170842824603,88.42616666666666,84.10890909090908,82.40165048543689,85.24056603773585,0,3.550218162310593,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47195.pdb,2082cf7b57a82bcb91d642a516e27bef609b355c19d3b7041ffdc98bfe3ae2e3,
ADI-47196,ok,27.519773996435102,229,216,85.95701123595505,88.16841269841271,87.55690909090909,82.22368932038836,85.29575471698112,0,2.9721879146514287,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47196.pdb,94cee9bea9d090f606942ef223bf601c0fd96270368bb11297af6a0e499a20e4,
ADI-47083,ok,22.405836605466902,226,216,85.67493212669683,86.20056910569106,87.10109090909091,83.25087378640777,85.94047169811321,0,3.271228668252954,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47083.pdb,4656706e6e6bf8e95c6c46be46fa7503589538597fdcead3033feb0b992808e2,
ADI-47198,ok,22.11171868443489,225,215,88.28775,89.8389344262295,90.855,84.67990291262134,87.40084112149536,0,2.866732286070675,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47198.pdb,6eede2c0deb66fd9239d65898ea891e507fea6f4b34bd1b641e79c6759788369,
ADI-47199,ok,22.02221473120153,224,215,87.66164009111617,89.04148760330578,89.31620370370372,84.91757281553399,87.07271028037384,0,2.3158197252808783,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47199.pdb,0871ef19e64fa8bc77cc880a369b61bfc9243ea4efedcb19a9ad4f79d7176f94,
ADI-47201,ok,21.759329555556175,221,216,85.5674370709382,88.82567796610168,85.23936363636363,82.24378640776698,85.51037735849056,0,3.3819143986801303,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47201.pdb,9386427e3b3d00cae79f1317b31c8728e6b2e538d09107fb0b67e781021bb5b6,
ADI-45447,ok,22.02357410173863,224,215,87.21799544419133,88.5319834710744,88.3287962962963,84.61611650485438,87.11551401869157,0,2.3189588180905685,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-45447.pdb,09efb987b980ae9bad0774676a64af6b7e8b856fd52944ede920345d0d596ba0,
ADI-47293,ok,31.119803524576128,225,215,86.56406818181817,87.43713114754098,87.5436111111111,84.25796116504854,86.79981308411215,0,2.7357494402814,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47293.pdb,d47b4636fc8182b8ff9915a48bd2d1e1ba55abc2a0347bee55e08defd4312b8a,
ADI-45378,ok,37.810746263712645,226,221,89.21847874720358,92.8389430894309,91.22473684210529,84.68970873786408,87.27859813084112,0,2.73014321968647,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-45378.pdb,d7240b5ab6592d74548e4f47e5f3fff394b13aed341c5f645d917a6be8d56f83,
ADI-47204,ok,22.404773167334497,228,214,85.32936651583711,86.10527999999998,87.96481481481484,81.92475728155337,85.03745283018868,0,3.4899219188973274,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47204.pdb,55f0a3456d39aaaf1a7beb64c58565ce729f1446e0f31cb28864faa679d5a7b1,
ADI-47093,ok,21.546464616432782,221,214,87.09163218390805,89.4742372881356,88.09168224299067,83.90407766990292,86.53242990654205,0,2.777486273593446,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47093.pdb,3eeb3852908d2855ebbd97da75c55c157dd8c56bfd13de5ede98a455b2d0d525,
ADI-47297,ok,21.510262655094262,221,214,88.97324137931035,89.95338983050848,91.69214953271027,85.861359223301,88.16897196261681,0,2.6969549495681235,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47297.pdb,ce78ae7fad6d81d8448aa8b4802dafac7c8b526bebdb65bf81f2c662b4d05ae0,
ADI-45440,ok,22.02624114137143,222,217,85.25145785876992,86.6746218487395,87.05639639639638,81.72533980582523,85.19,0,3.4858079407792983,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-45440.pdb,4bdaa1fcfbce2910bb6e4dc88a97817a5d75ea3e1f34e72cbedaacd0f142de55,
ADI-47209,ok,37.83086434099823,225,220,86.87626966292136,86.17409836065573,90.04256637168143,84.42922330097086,86.6885981308411,0,2.549356193237814,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47209.pdb,66df30d6c5276f349bc614435439da3b4ff1786cc750e8bb07013b2575106f99,
ADI-46678,ok,21.95886199735105,223,215,87.66198630136985,89.19433333333333,89.01574074074075,84.77902912621359,87.3522429906542,0,2.92381959087766,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-46678.pdb,013672e3cecc8e8bffa5b4783566a2a99484441bcb5a76e7535204c9605e77c6,
ADI-47099,ok,22.01238878350705,225,214,87.31391799544419,88.15967213114756,88.4581308411215,84.82932038834952,87.59710280373831,0,2.282078438616868,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47099.pdb,62badeda17e25bfb40105b760764dc078a491d02a8adbb65dd81989874649ed7,
ADI-47300,ok,22.408166914246976,228,214,86.13380090497736,85.34656,89.54280373831776,83.33368932038836,86.33990654205604,0,2.769779955158892,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47300.pdb,ed032a8efaf1aac5ddb37a1999dfa89a13b122481bab89b77867c691ab503743,
ADI-47100,ok,22.649982379749417,226,219,86.30328089887642,85.42260162601626,89.07392857142858,83.9528155339806,86.67813084112149,0,2.650642374972528,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47100.pdb,fbca09e1eac1c7e84c052efa34fabb466dee822ebc3940f955aaa2a2bd2f238c,
ADI-47215,ok,22.026982214301825,225,214,88.50291571753988,89.79696721311474,91.33794392523366,84.95640776699031,87.6063551401869,0,2.585727363818544,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47215.pdb,d918a4c7fbcf0dc36d61cda1b1219aa1a10cf56a4bd27ebeb7140a97722624c9,
ADI-47216,ok,35.88034920860082,227,214,86.92498866213151,85.51540322580644,90.60878504672895,84.67446601941747,87.0411214953271,0,2.714659094619433,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47216.pdb,82c6832f4e47e5c6fdf768936ec992add08747f701d0ccfc8a04fdf8d2548cbf,
ADI-47217,ok,30.65811596252024,224,216,86.08431818181818,87.67322314049588,87.9240909090909,82.75165048543691,85.59971698113208,0,3.175551920532869,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47217.pdb,858ea92860f26fa25bf6218d3b49adf13c070f34a60c4cf59a33e6335518fbd4,
ADI-46710,ok,22.38242856040597,228,214,87.0416515837104,87.67848000000001,89.9488785046729,83.77543689320386,86.53457943925233,0,2.7245573952478948,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-46710.pdb,87a388f25d3c745f644b1744ca7628ee59fec9124cabc3937051790fa23299ca,
ADI-47301,ok,21.928799812681973,222,216,84.98182648401828,87.46647058823528,84.99672727272727,81.85320388349514,85.21707547169811,0,3.1905239381643877,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47301.pdb,2ed31250103f3809bf80a2e605931422cc8503c0a3fd61223c528f2ebc083fa5,
ADI-47187,ok,23.01670253276825,234,214,86.96727678571428,85.94702290076337,90.37093457943924,84.53553398058253,87.15355140186915,0,2.781419421806068,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47187.pdb,31f907b2dea29e2a39a206baa5126ef4b02ccba6929f87d69622f4ef56d6f7fa,
ADI-47105,ok,26.492551653645933,220,215,88.04041379310345,91.15162393162394,89.06712962962963,84.38485436893204,87.12102803738318,0,2.737999634769879,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47105.pdb,def2522c1f80ecfe2822f62715318944e1d3e8251ed8631f866797815546d300,
ADI-47106,ok,34.639232916757464,229,216,83.29478651685395,82.21031746031746,85.24445454545453,81.30718446601941,84.49198113207548,0,2.970784744810704,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47106.pdb,6950a4edc05d4cac8f14d0d69251a197709c3f98305e5edd8dfc8de7ac014f44,
ADI-45490,ok,22.41501563321799,227,215,84.03986425339366,84.6482258064516,83.52678899082571,82.67291262135923,85.18405660377357,0,3.614676334058141,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-45490.pdb,bb26b152a4e1e638cf52700eaa3836dbaea38add7ef152992f101c76490ff20d,
ADI-47302,ok,22.40716532059014,228,214,88.28239819004524,88.67919999999998,91.5326168224299,85.10699029126212,87.62532710280377,0,2.7960196708893155,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47302.pdb,a8f35c91a768413f5b48b1d4e14ad81878d4a023266c4dd91130b3a6778584af,
ADI-47109,ok,21.362041120417416,219,214,87.12152424942262,88.64431034482759,88.29401869158879,84.35000000000002,86.96607476635515,0,2.945099998302264,/workspace_developability_acquisition/organizer_extension/feature_prospecting/fab_reconstruction/structures/esmfold_fab/ADI-47109.pdb,8c27999560616143bf2188c7aa88ec33029aa69e01a716822d950a01af7ce7f2,
