id,true,pred,true_HIC,pred_HIC,pred_percentile,rank_true,rank_pred,is_tail,split
ADI-45491,9.406,9.395705091306576,9.406,9.395705091306576,70.98765432098766,46.0,48.0,False,Dev
ADI-45493,10.406,9.732806005776109,10.406,9.732806005776109,94.44444444444444,20.0,10.0,False,Dev
ADI-45495,10.381,9.222269132820792,10.381,9.222269132820792,53.70370370370371,21.0,76.0,False,Dev
ADI-45497,12.74,9.870316228652378,12.74,9.870316228652378,96.91358024691358,1.0,6.0,True,Dev
ADI-45499,12.216,9.672110244224935,12.216,9.672110244224935,91.9753086419753,2.0,14.0,True,Dev
ADI-46677,9.406,9.122705790090928,9.406,9.122705790090928,39.50617283950617,46.0,99.0,False,Dev
ADI-46682,8.833,8.953661711647754,8.833,8.953661711647754,14.814814814814813,129.0,139.0,False,Dev
ADI-46684,9.037,9.440978177340275,9.037,9.440978177340275,79.01234567901234,93.0,35.0,False,Dev
ADI-46685,8.843,9.204506976196724,8.843,9.204506976196724,51.23456790123457,125.0,80.0,False,Dev
ADI-46690,8.819,8.993903266245926,8.819,8.993903266245926,19.1358024691358,132.0,132.0,False,Dev
ADI-46695,9.013,9.19308165603204,9.013,9.19308165603204,49.382716049382715,99.0,83.0,False,Dev
ADI-46697,9.095,9.09229741591584,9.095,9.09229741591584,36.41975308641975,85.0,104.0,False,Dev
ADI-46704,8.78,8.856170787759252,8.78,8.856170787759252,4.320987654320987,138.0,156.0,False,Dev
ADI-46705,9.304,9.336492404864076,9.304,9.336492404864076,66.66666666666666,56.0,55.0,False,Dev
ADI-46708,8.765,9.202998571186404,8.765,9.202998571186404,50.0,144.0,82.0,False,Dev
ADI-46710,9.1,9.420507302932691,9.1,9.420507302932691,76.5432098765432,83.0,39.0,False,Dev
ADI-47054,8.523,8.932503738877037,8.523,8.932503738877037,10.493827160493826,162.0,146.0,False,Dev
ADI-47060,8.707,8.749765839382148,8.707,8.749765839382148,0.6172839506172839,157.0,162.0,False,Dev
ADI-47061,8.731,8.871867048649788,8.731,8.871867048649788,6.172839506172839,151.0,153.0,False,Dev
ADI-47063,8.756,8.863492364116114,8.756,8.863492364116114,4.938271604938271,145.0,155.0,False,Dev
ADI-47064,8.77,9.048938117729042,8.77,9.048938117729042,28.39506172839506,142.0,117.0,False,Dev
ADI-47065,8.775,9.096491573919126,8.775,9.096491573919126,37.03703703703704,140.0,103.0,False,Dev
ADI-47066,8.775,8.964603771765491,8.775,8.964603771765491,17.28395061728395,140.0,135.0,False,Dev
ADI-47068,8.8,8.93920242916151,8.8,8.93920242916151,12.345679012345679,135.0,143.0,False,Dev
ADI-47069,8.804,9.374624304274755,8.804,9.374624304274755,69.75308641975309,134.0,50.0,False,Dev
ADI-47072,8.823,9.061562047068742,8.823,9.061562047068742,30.864197530864196,131.0,113.0,False,Dev
ADI-47073,8.829,8.934477993460993,8.829,8.934477993460993,11.728395061728394,130.0,144.0,False,Dev
ADI-47074,8.834,9.298142364773144,8.834,9.298142364773144,63.580246913580254,128.0,60.0,False,Dev
ADI-47075,8.838,9.037581804499808,8.838,9.037581804499808,27.77777777777778,127.0,118.0,False,Dev
ADI-47076,8.857,9.412887583572696,8.857,9.412887583572696,74.69135802469135,122.0,42.0,False,Dev
ADI-47078,8.867,8.907330852031551,8.867,8.907330852031551,9.25925925925926,120.0,148.0,False,Dev
ADI-47079,8.877,9.483231778590389,8.877,9.483231778590389,82.09876543209876,118.0,30.0,False,Dev
ADI-47081,8.906,8.782106638548141,8.906,8.782106638548141,1.8518518518518516,115.0,160.0,False,Dev
ADI-47087,8.93,8.941692268356237,8.93,8.941692268356237,12.962962962962962,113.0,142.0,False,Dev
ADI-47089,8.94,9.356163171673105,8.94,9.356163171673105,68.51851851851852,110.0,52.0,False,Dev
ADI-47091,8.959,9.125868878842128,8.959,9.125868878842128,40.123456790123456,108.0,98.0,False,Dev
ADI-47094,9.003,9.01612555185384,9.003,9.01612555185384,24.691358024691358,102.0,123.0,False,Dev
ADI-47095,9.022,9.014541301386778,9.022,9.014541301386778,24.074074074074073,97.0,124.0,False,Dev
ADI-47096,9.027,9.24601697005476,9.027,9.24601697005476,56.17283950617284,96.0,72.0,False,Dev
ADI-47097,9.037,8.87889767058983,9.037,8.87889767058983,6.790123456790123,93.0,152.0,False,Dev
ADI-47098,9.066,9.05869192195312,9.066,9.05869192195312,30.246913580246915,92.0,114.0,False,Dev
ADI-47099,9.071,9.401993655752335,9.071,9.401993655752335,72.8395061728395,91.0,45.0,False,Dev
ADI-47100,9.081,8.998241182729558,9.081,8.998241182729558,20.37037037037037,87.0,130.0,False,Dev
ADI-47102,9.115,8.957732523974197,9.115,8.957732523974197,16.049382716049383,81.0,137.0,False,Dev
ADI-47103,9.119,8.892189065242972,9.119,8.892189065242972,8.024691358024691,78.0,150.0,False,Dev
ADI-47105,9.13,9.018299837811794,9.13,9.018299837811794,25.308641975308642,77.0,122.0,False,Dev
ADI-47111,9.173,9.203706081596367,9.173,9.203706081596367,50.617283950617285,72.0,81.0,False,Dev
ADI-47114,9.236,8.989953428764341,9.236,8.989953428764341,18.51851851851852,66.0,133.0,False,Dev
ADI-47117,9.25,9.963137315240257,9.25,9.963137315240257,100.0,63.0,1.0,False,Dev
ADI-47118,9.25,9.28719632794718,9.25,9.28719632794718,61.111111111111114,63.0,64.0,False,Dev
ADI-47122,9.285,9.01305094933309,9.285,9.01305094933309,22.839506172839506,57.0,126.0,False,Dev
ADI-47123,9.309,9.39822876773631,9.309,9.39822876773631,72.22222222222221,55.0,46.0,False,Dev
ADI-47130,9.522,9.653806754804934,9.522,9.653806754804934,91.35802469135803,44.0,15.0,False,Dev
ADI-47131,9.527,9.396751748609145,9.527,9.396751748609145,71.60493827160494,43.0,47.0,False,Dev
ADI-47132,9.557,9.481667910710025,9.557,9.481667910710025,81.48148148148148,42.0,31.0,False,Dev
ADI-47134,9.585,9.490524720032512,9.585,9.490524720032512,82.71604938271605,41.0,29.0,False,Dev
ADI-47139,9.75,9.637848586103551,9.75,9.637848586103551,90.12345679012346,36.0,17.0,False,Dev
ADI-47141,9.833,9.262972648478966,9.833,9.262972648478966,58.0246913580247,31.0,69.0,False,Dev
ADI-47145,9.978,9.42040151147314,9.978,9.42040151147314,75.92592592592592,27.0,40.0,False,Dev
ADI-47146,10.032,9.415787976642768,10.032,9.415787976642768,75.30864197530865,25.0,41.0,False,Dev
ADI-47147,10.076,9.7546566544334,10.076,9.7546566544334,95.06172839506173,24.0,9.0,False,Dev
ADI-47149,10.503,9.248428668747026,10.503,9.248428668747026,56.79012345679012,18.0,71.0,False,Dev
ADI-47151,10.546,9.204916491240668,10.546,9.204916491240668,51.85185185185185,16.0,79.0,True,Dev
ADI-47153,11.148,9.361044449457202,11.148,9.361044449457202,69.1358024691358,8.0,51.0,True,Dev
ADI-47154,10.949,9.583815311341464,10.949,9.583815311341464,87.03703703703704,13.0,22.0,True,Dev
ADI-47155,10.984,9.429252072031538,10.984,9.429252072031538,77.1604938271605,12.0,38.0,True,Dev
ADI-47156,10.541,9.588327337156686,10.541,9.588327337156686,87.65432098765432,17.0,21.0,True,Dev
ADI-47158,11.386,9.508226325908518,11.386,9.508226325908518,83.9506172839506,7.0,27.0,True,Dev
ADI-47159,10.41,9.697879835096932,10.41,9.697879835096932,93.82716049382715,19.0,11.0,False,Dev
ADI-47162,11.866,9.889672506949664,11.866,9.889672506949664,98.76543209876543,6.0,3.0,True,Dev
ADI-47163,12.148,8.831235637228396,12.148,8.831235637228396,2.4691358024691357,3.0,159.0,True,Dev
ADI-47165,10.187,9.68857819300837,10.187,9.68857819300837,92.5925925925926,22.0,13.0,False,Dev
ADI-47176,8.697,8.905617582672393,8.697,8.905617582672393,8.641975308641975,158.0,149.0,False,Dev
ADI-47177,8.717,9.072520209554025,8.717,9.072520209554025,32.098765432098766,153.0,111.0,False,Dev
ADI-47180,8.727,9.146309080842505,8.727,9.146309080842505,43.20987654320987,152.0,93.0,False,Dev
ADI-47181,9.77,9.218248372777651,9.77,9.218248372777651,53.086419753086425,34.0,77.0,False,Dev
ADI-47183,8.756,9.121083430628476,8.756,9.121083430628476,38.88888888888889,145.0,100.0,False,Dev
ADI-47187,9.119,9.151012828437064,9.119,9.151012828437064,43.82716049382716,78.0,92.0,False,Dev
ADI-47188,8.857,8.969625327948632,8.857,8.969625327948632,17.901234567901234,122.0,134.0,False,Dev
ADI-47189,8.862,9.079634877432342,8.862,9.079634877432342,34.5679012345679,121.0,107.0,False,Dev
ADI-47195,8.906,9.27333206281496,8.906,9.27333206281496,58.64197530864198,115.0,68.0,False,Dev
ADI-47199,8.931,9.304019297951095,8.931,9.304019297951095,64.81481481481481,112.0,58.0,False,Dev
ADI-47204,8.965,9.513757477639691,8.965,9.513757477639691,84.5679012345679,106.0,26.0,False,Dev
ADI-47207,9.008,8.923244417874551,9.008,8.923244417874551,9.876543209876543,100.0,147.0,False,Dev
ADI-47209,9.037,9.013201326517084,9.037,9.013201326517084,23.456790123456788,93.0,125.0,False,Dev
ADI-47212,9.081,9.493994199840706,9.081,9.493994199840706,83.33333333333334,87.0,28.0,False,Dev
ADI-47213,9.081,9.116731518316673,9.081,9.116731518316673,38.2716049382716,87.0,101.0,False,Dev
ADI-47215,9.086,9.315288756333285,9.086,9.315288756333285,66.0493827160494,86.0,56.0,False,Dev
ADI-47216,9.096,9.13746846535084,9.096,9.13746846535084,41.358024691358025,84.0,96.0,False,Dev
ADI-47218,9.119,9.300014906423938,9.119,9.300014906423938,64.19753086419753,78.0,59.0,False,Dev
ADI-47219,9.144,9.18140295432324,9.144,9.18140295432324,47.53086419753087,75.0,86.0,False,Dev
ADI-47223,9.202,9.638859640405856,9.202,9.638859640405856,90.74074074074075,70.0,16.0,False,Dev
ADI-47224,9.207,9.297859677939282,9.207,9.297859677939282,62.96296296296296,69.0,61.0,False,Dev
ADI-47225,9.236,9.410557808910378,9.236,9.410557808910378,74.07407407407408,66.0,43.0,False,Dev
ADI-47227,9.246,9.54912229709371,9.246,9.54912229709371,85.80246913580247,65.0,24.0,False,Dev
ADI-47228,9.265,9.468140458309149,9.265,9.468140458309149,79.62962962962963,61.0,34.0,False,Dev
ADI-47230,9.318,9.091319153188376,9.318,9.091319153188376,35.80246913580247,54.0,105.0,False,Dev
ADI-47233,9.367,9.565347669849393,9.367,9.565347669849393,86.41975308641975,52.0,23.0,False,Dev
ADI-47234,9.377,9.291452336875423,9.377,9.291452336875423,62.34567901234568,50.0,62.0,False,Dev
ADI-47236,9.406,9.02842371722875,9.406,9.02842371722875,25.925925925925924,46.0,121.0,False,Dev
ADI-47238,9.6,9.285781764872093,9.6,9.285781764872093,60.49382716049383,40.0,65.0,False,Dev
ADI-47240,9.644,9.278793429108564,9.644,9.278793429108564,59.25925925925925,38.0,67.0,False,Dev
ADI-47241,9.648,9.59095521151837,9.648,9.59095521151837,88.27160493827161,37.0,20.0,False,Dev
ADI-47244,9.756,9.856711797391457,9.756,9.856711797391457,96.29629629629629,35.0,7.0,False,Dev
ADI-47247,9.78,9.689063676369566,9.78,9.689063676369566,93.20987654320987,33.0,12.0,False,Dev
ADI-47249,9.44,9.621932539699058,9.44,9.621932539699058,88.88888888888889,45.0,19.0,False,Dev
ADI-47250,9.93,9.030264763906496,9.93,9.030264763906496,26.543209876543212,29.0,120.0,False,Dev
ADI-47252,9.94,9.40989235001216,9.94,9.40989235001216,73.4567901234568,28.0,44.0,False,Dev
ADI-47254,9.998,9.353811456189058,9.998,9.353811456189058,67.28395061728395,26.0,54.0,False,Dev
ADI-47258,9.372,9.475833792844794,9.372,9.475833792844794,80.24691358024691,51.0,33.0,False,Dev
ADI-47259,10.717,9.17049818310935,10.717,9.17049818310935,44.44444444444444,15.0,91.0,True,Dev
ADI-47260,10.74,9.877524604201144,10.74,9.877524604201144,98.14814814814815,14.0,4.0,True,Dev
ADI-47262,11.046,9.53231135557852,11.046,9.53231135557852,85.18518518518519,11.0,25.0,True,Dev
ADI-47265,11.886,9.924341488738532,11.886,9.924341488738532,99.38271604938271,5.0,2.0,True,Dev
ADI-47267,9.26,9.053815888217471,9.26,9.053815888217471,29.629629629629626,62.0,115.0,False,Dev
ADI-47280,8.625,9.260616263533908,8.625,9.260616263533908,57.407407407407405,160.0,70.0,False,Dev
ADI-47283,8.683,8.997340459616558,8.683,8.997340459616558,19.753086419753085,159.0,131.0,False,Dev
ADI-47284,8.717,8.884631426897108,8.717,8.884631426897108,7.4074074074074066,153.0,151.0,False,Dev
ADI-47285,8.751,9.22574639392436,8.751,9.22574639392436,54.93827160493827,148.0,74.0,False,Dev
ADI-47288,8.843,8.954492962419144,8.843,8.954492962419144,15.432098765432098,125.0,138.0,False,Dev
ADI-47289,8.877,8.9471551394306,8.877,8.9471551394306,14.19753086419753,118.0,140.0,False,Dev
ADI-47292,8.935,9.244403375874349,8.935,9.244403375874349,55.55555555555556,111.0,73.0,False,Dev
ADI-47297,9.008,9.070842241568371,9.008,9.070842241568371,31.48148148148148,100.0,112.0,False,Dev
ADI-47300,9.076,9.183984572675572,9.076,9.183984572675572,48.76543209876543,90.0,84.0,False,Dev
ADI-47301,9.115,9.076126381559623,9.115,9.076126381559623,33.33333333333333,81.0,109.0,False,Dev
ADI-47302,9.149,9.178990013204908,9.149,9.178990013204908,46.913580246913575,74.0,87.0,False,Dev
ADI-47308,9.275,9.14564307541798,9.275,9.14564307541798,42.592592592592595,59.0,94.0,False,Dev
ADI-47309,9.284,9.355758872621182,9.284,9.355758872621182,67.90123456790124,58.0,53.0,False,Dev
ADI-47312,9.391,9.032506341421875,9.391,9.032506341421875,27.160493827160494,49.0,119.0,False,Dev
ADI-47316,9.605,9.437413175916271,9.605,9.437413175916271,77.77777777777779,39.0,37.0,False,Dev
ADI-47317,9.833,9.439296021274892,9.833,9.439296021274892,78.39506172839506,31.0,36.0,False,Dev
ADI-37124,9.653,8.813737516317532,9.653,8.813737516317532,6.172839506172839,36.0,153.0,False,Test
ADI-37125,8.867,8.942225684411818,8.867,8.942225684411818,22.22222222222222,120.0,127.0,False,Test
ADI-38498,8.804,9.61601497940022,8.804,9.61601497940022,93.20987654320987,136.0,12.0,False,Test
ADI-38500,9.294,8.859623289406107,9.294,8.859623289406107,11.728395061728394,53.0,144.0,False,Test
ADI-38503,8.93,8.963030679319036,8.93,8.963030679319036,24.074074074074073,103.0,124.0,False,Test
ADI-45368,8.736,8.83226794172177,8.736,8.83226794172177,8.641975308641975,146.0,149.0,False,Test
ADI-45370,8.848,9.085627286112176,8.848,9.085627286112176,40.123456790123456,125.0,98.0,False,Test
ADI-45373,9.532,9.327070100013051,9.532,9.327070100013051,74.07407407407408,42.0,43.0,False,Test
ADI-45375,9.736,9.372761879594448,9.736,9.372761879594448,76.5432098765432,32.0,39.0,False,Test
ADI-45378,8.95,9.147088727750845,8.95,9.147088727750845,50.617283950617285,95.0,81.0,False,Test
ADI-45382,9.959,9.521298708244572,9.959,9.521298708244572,88.88888888888889,26.0,19.0,False,Test
ADI-45383,9.712,9.64181931753699,9.712,9.64181931753699,94.44444444444444,33.0,10.0,False,Test
ADI-45393,8.838,8.804012048625834,8.838,8.804012048625834,5.555555555555555,126.0,154.0,False,Test
ADI-45395,8.814,9.197433647674416,8.814,9.197433647674416,58.64197530864198,132.0,68.0,False,Test
ADI-45397,8.624,8.55340715001479,8.624,8.55340715001479,0.6172839506172839,156.0,162.0,False,Test
ADI-45404,8.857,9.037430876646985,8.857,9.037430876646985,33.33333333333333,123.0,109.0,False,Test
ADI-45405,8.838,8.86688465415912,8.838,8.86688465415912,12.962962962962962,126.0,142.0,False,Test
ADI-45407,9.11,9.510691833889812,9.11,9.510691833889812,87.65432098765432,78.0,21.0,False,Test
ADI-45409,8.823,8.957663650280514,8.823,8.957663650280514,23.456790123456788,130.0,125.0,False,Test
ADI-45410,11.235,9.919336626903286,11.235,9.919336626903286,98.76543209876543,10.0,3.0,True,Test
ADI-45411,8.93,8.977532952502804,8.93,8.977532952502804,25.925925925925924,103.0,121.0,False,Test
ADI-45428,10.372,9.323643900854483,10.372,9.323643900854483,73.4567901234568,14.0,44.0,False,Test
ADI-45429,9.255,9.453334231817,9.255,9.453334231817,82.71604938271605,60.0,29.0,False,Test
ADI-45433,12.08,9.478764653686158,12.08,9.478764653686158,85.18518518518519,4.0,25.0,True,Test
ADI-45438,11.643,10.273095084931285,11.643,10.273095084931285,100.0,7.0,1.0,True,Test
ADI-45442,8.809,9.11885571781722,8.809,9.11885571781722,43.82716049382716,134.0,92.0,False,Test
ADI-45447,8.945,8.990735266562723,8.945,8.990735266562723,27.160493827160494,98.0,119.0,False,Test
ADI-45448,9.847,8.876566327187179,9.847,8.876566327187179,13.580246913580247,29.0,141.0,False,Test
ADI-45452,8.969,8.90528997777471,8.969,8.90528997777471,16.049382716049383,90.0,137.0,False,Test
ADI-45456,8.697,9.207489762078628,8.697,9.207489762078628,60.49382716049383,149.0,65.0,False,Test
ADI-45459,8.872,8.997657663432104,8.872,8.997657663432104,28.39506172839506,119.0,117.0,False,Test
ADI-45460,8.852,9.134863012460288,8.852,9.134863012460288,48.148148148148145,124.0,85.0,False,Test
ADI-45469,9.998,9.27396782975526,9.998,9.27396782975526,67.90123456790124,24.0,53.0,False,Test
ADI-45470,8.959,9.391163430144974,8.959,9.391163430144974,78.39506172839506,93.0,36.0,False,Test
ADI-45472,8.828,8.862910126527154,8.828,8.862910126527154,12.345679012345679,129.0,143.0,False,Test
ADI-45476,9.178,9.177984792726289,9.178,9.177984792726289,56.17283950617284,72.0,72.0,False,Test
ADI-45477,10.362,9.465579294091972,10.362,9.465579294091972,84.5679012345679,15.0,26.0,False,Test
ADI-45481,9.241,9.02177135319578,9.241,9.02177135319578,30.246913580246915,64.0,114.0,False,Test
ADI-45485,10.211,9.090489942408832,10.211,9.090489942408832,40.74074074074074,19.0,97.0,False,Test
ADI-45486,13.856,9.767381678209809,13.856,9.767381678209809,96.91358024691358,1.0,6.0,True,Test
ADI-45489,10.168,9.3744402389033,10.168,9.3744402389033,77.1604938271605,20.0,38.0,False,Test
ADI-45498,12.449,9.760385143744466,12.449,9.760385143744466,96.29629629629629,3.0,7.0,True,Test
ADI-46678,9.056,9.17909375379928,9.056,9.17909375379928,56.79012345679012,82.0,71.0,False,Test
ADI-46689,8.867,9.205162179993453,8.867,9.205162179993453,59.876543209876544,120.0,66.0,False,Test
ADI-46691,10.687,9.054251658576431,10.687,9.054251658576431,35.18518518518518,12.0,106.0,True,Test
ADI-46692,8.789,8.995980362559683,8.789,8.995980362559683,27.77777777777778,140.0,118.0,False,Test
ADI-46693,9.357,9.425208004510086,9.357,9.425208004510086,80.24691358024691,50.0,33.0,False,Test
ADI-46696,9.085,9.273391395594516,9.085,9.273391395594516,67.28395061728395,80.0,54.0,False,Test
ADI-46701,8.76,8.926278501667529,8.76,8.926278501667529,20.98765432098765,141.0,129.0,False,Test
ADI-46706,8.799,8.916467356190749,8.799,8.916467356190749,19.1358024691358,138.0,132.0,False,Test
ADI-46707,10.245,10.033105636666916,10.245,10.033105636666916,99.38271604938271,18.0,2.0,False,Test
ADI-46713,8.76,9.09721101202946,8.76,9.09721101202946,41.9753086419753,141.0,95.0,False,Test
ADI-47055,8.571,8.831925948383226,8.571,8.831925948383226,8.024691358024691,160.0,150.0,False,Test
ADI-47056,8.62,9.30699943827026,8.62,9.30699943827026,70.98765432098766,157.0,48.0,False,Test
ADI-47057,8.625,9.063577712248392,8.625,9.063577712248392,36.41975308641975,155.0,104.0,False,Test
ADI-47058,8.63,8.846955895641118,8.63,8.846955895641118,10.493827160493826,154.0,146.0,False,Test
ADI-47059,8.688,9.1427387016484,8.688,9.1427387016484,49.382716049382715,150.0,83.0,False,Test
ADI-47062,8.751,9.254254501470347,8.751,9.254254501470347,65.4320987654321,145.0,57.0,False,Test
ADI-47067,8.795,9.354600486152544,8.795,9.354600486152544,75.30864197530865,139.0,41.0,False,Test
ADI-47070,8.809,9.061106074494592,8.809,9.061106074494592,35.80246913580247,134.0,105.0,False,Test
ADI-47071,8.814,9.415285608762696,8.814,9.415285608762696,79.62962962962963,132.0,34.0,False,Test
ADI-47077,8.858,9.167631261235634,8.858,9.167631261235634,52.46913580246913,122.0,78.0,False,Test
ADI-47082,8.916,8.908124287551388,8.916,8.908124287551388,17.28395061728395,110.0,135.0,False,Test
ADI-47083,8.921,8.926310722460803,8.921,8.926310722460803,21.604938271604937,108.0,128.0,False,Test
ADI-47084,8.925,8.906777533462169,8.925,8.906777533462169,16.666666666666664,106.0,136.0,False,Test
ADI-47085,8.925,9.306415495571978,8.925,9.306415495571978,70.37037037037037,106.0,49.0,False,Test
ADI-47090,8.94,9.201068032511028,8.94,9.201068032511028,59.25925925925925,100.0,67.0,False,Test
ADI-47092,8.988,8.759942295431978,8.988,8.759942295431978,3.0864197530864197,88.0,158.0,False,Test
ADI-47093,8.989,9.121022272589906,8.989,9.121022272589906,44.44444444444444,87.0,91.0,False,Test
ADI-47104,9.124,9.479610078287324,9.124,9.479610078287324,85.80246913580247,77.0,24.0,False,Test
ADI-47106,9.134,9.053435694865048,9.134,9.053435694865048,34.5679012345679,75.0,107.0,False,Test
ADI-47107,9.134,8.792090212251944,9.134,8.792090212251944,4.938271604938271,75.0,155.0,False,Test
ADI-47109,9.164,9.274113054158963,9.164,9.274113054158963,68.51851851851852,74.0,52.0,False,Test
ADI-47112,9.193,8.968353203028764,9.193,8.968353203028764,25.308641975308642,68.0,122.0,False,Test
ADI-47113,9.198,9.16563288552449,9.198,9.16563288552449,51.85185185185185,65.0,79.0,False,Test
ADI-47116,9.246,9.132264326728974,9.246,9.132264326728974,46.2962962962963,62.0,88.0,False,Test
ADI-47119,9.261,9.23645417322857,9.261,9.23645417322857,62.96296296296296,59.0,61.0,False,Test
ADI-47120,9.265,9.0665815554258,9.265,9.0665815554258,37.65432098765432,57.0,102.0,False,Test
ADI-47121,9.28,9.175446450055285,9.28,9.175446450055285,54.32098765432099,56.0,75.0,False,Test
ADI-47124,9.328,8.94547112399045,9.328,8.94547112399045,22.839506172839506,51.0,126.0,False,Test
ADI-47125,9.362,9.414489527706657,9.362,9.414489527706657,79.01234567901234,47.0,35.0,False,Test
ADI-47126,12.905,9.562927578294389,12.905,9.562927578294389,91.9753086419753,2.0,14.0,True,Test
ADI-47127,9.377,9.464278800904092,9.377,9.464278800904092,83.9506172839506,46.0,27.0,False,Test
ADI-47129,9.508,9.64172801185116,9.508,9.64172801185116,93.82716049382715,43.0,11.0,False,Test
ADI-47133,9.566,9.513384418814214,9.566,9.513384418814214,88.27160493827161,40.0,20.0,False,Test
ADI-47135,9.62,9.314441254943574,9.62,9.314441254943574,72.8395061728395,37.0,45.0,False,Test
ADI-47137,9.687,9.552868882090417,9.687,9.552868882090417,91.35802469135803,34.0,15.0,False,Test
ADI-47140,9.813,9.451728910004912,9.813,9.451728910004912,82.09876543209876,30.0,30.0,False,Test
ADI-47143,9.94,9.874367582682751,9.94,9.874367582682751,98.14814814814815,27.0,4.0,False,Test
ADI-47148,10.352,9.505264818650842,10.352,9.505264818650842,87.03703703703704,16.0,22.0,False,Test
ADI-47152,10.551,9.133502509087398,10.551,9.133502509087398,47.53086419753087,13.0,86.0,True,Test
ADI-47160,11.745,9.613595937386046,11.745,9.613595937386046,92.5925925925926,6.0,13.0,True,Test
ADI-47161,11.775,9.75866245551939,11.775,9.75866245551939,95.67901234567901,5.0,8.0,True,Test
ADI-47166,10.09,9.532884127483522,10.09,9.532884127483522,89.50617283950618,21.0,18.0,False,Test
ADI-47173,8.465,8.761277001250663,8.465,8.761277001250663,3.7037037037037033,162.0,157.0,False,Test
ADI-47174,8.596,8.891058626613207,8.596,8.891058626613207,14.814814814814813,159.0,139.0,False,Test
ADI-47175,8.659,9.173660678577324,8.659,9.173660678577324,53.70370370370371,152.0,76.0,False,Test
ADI-47178,8.717,8.726824074319689,8.717,8.726824074319689,1.8518518518518516,148.0,160.0,False,Test
ADI-47179,8.721,8.842356636986766,8.721,8.842356636986766,9.876543209876543,147.0,147.0,False,Test
ADI-47182,8.756,9.113461815966174,8.756,9.113461815966174,43.20987654320987,144.0,93.0,False,Test
ADI-47184,8.819,9.53817871739964,8.819,9.53817871739964,90.12345679012346,131.0,17.0,False,Test
ADI-47186,8.838,9.145605236523732,8.838,9.145605236523732,50.0,126.0,82.0,False,Test
