experiment_code,experiment_id,family,representation,topology,annotation,notes,cv_primary_mae,cv_shadow_mae,cv_mean_mae,public_mae,private_mae,test_overall_mae,abs_PS,abs_pub_priv,is_factorial_200,is_surfaceish,provenance,candidate_class,cv_pct,test_pct
EXP-H011,LIN_HIC_ESM2_SEQ_LASSO,LINEAR,,,,"test predictions available under endgame_model_benchmark/predictions (not materialized in Phase 1) overall_derivation=mean(public,private) | prior_reproduction_status=REPLAYED_CANONICAL",0.5141703750172416,0.489557681348777,0.5018640281830093,0.520644653912147,0.5127260092304973,0.5166853315713221,0.024612693668464636,0.007918644681649711,False,False,retrospective_historical,other,0.16519174041297935,0.9410029498525073
EXP-H012,LIN_HIC_AROMATIC_RIDGE,LINEAR,,,,"test predictions available under endgame_model_benchmark/predictions (not materialized in Phase 1) overall_derivation=mean(public,private) | CV exact; max score delta 0.011142045938050238 | prior_reproduction_status=REPLAYED_CANONICAL | test_from_endgame_historical; OOF reproduced CV-matched",0.5210947401418343,0.5327520861649826,0.5269234131534084,0.4914562753657208,0.4533861022151522,0.4724211887904365,0.011657346023148274,0.0380701731505686,False,False,retrospective_historical,other,0.5250737463126843,0.32448377581120946
EXP-H013,LIN_HIC_AROMATIC_LASSO,LINEAR,,,,"test predictions available under endgame_model_benchmark/predictions (not materialized in Phase 1) overall_derivation=mean(public,private) | CV exact; max score delta 0.02078720854502214 | prior_reproduction_status=REPLAYED_CANONICAL | score_delta=0.02078720854502214 | test_from_endgame_historical; OOF reproduced CV-matched",0.5151783012156472,0.553591425663051,0.5343848634393491,0.5069903908635293,0.4687542448276164,0.4878723178455728,0.038413124447403746,0.038236146035912855,False,False,retrospective_historical,other,0.6637168141592921,0.7079646017699115
EXP-H014,LIN_HIC_ESM2_SEQ_AROMATIC_RIDGE,LINEAR,,,,"test predictions available under endgame_model_benchmark/predictions (not materialized in Phase 1) overall_derivation=mean(public,private) | prior_reproduction_status=REPLAYED_CANONICAL",0.5283867651592855,0.5590561585035284,0.543721461831407,0.5278814647400112,0.5914815326294246,0.5596814986847178,0.0306693933442429,0.06360006788941341,False,False,retrospective_historical,other,0.8495575221238938,0.976401179941003
EXP-H015,LIN_HIC_ARO_CONTINUOUS_SURFACE_RIDGE,LINEAR,,,,"test predictions available under endgame_model_benchmark/predictions (not materialized in Phase 1) overall_derivation=mean(public,private) | prior_reproduction_status=REPLAYED_CANONICAL",0.5117587462219735,0.5572906295667212,0.5345246878943473,0.5463456304619633,0.5974094513308775,0.5718775408964204,0.04553188334474767,0.051063820868914256,False,True,retrospective_historical,other,0.672566371681416,0.9911504424778761
EXP-H016,LIN_HIC_ARO_TITRATION_RIDGE,LINEAR,,,,"test predictions available under endgame_model_benchmark/predictions (not materialized in Phase 1) overall_derivation=mean(public,private) | prior_reproduction_status=REPLAYED_CANONICAL",0.5261663816363124,0.5503869855629042,0.5382766835996082,0.5201770021806655,0.5831413568426048,0.5516591795116352,0.024220603926591866,0.06296435466193928,False,False,retrospective_historical,other,0.7669616519174042,0.9705014749262537
EXP-H017,LIN_HIC_ARO_TITRATION_LASSO,LINEAR,,,,"test predictions available under endgame_model_benchmark/predictions (not materialized in Phase 1) overall_derivation=mean(public,private) | prior_reproduction_status=REPLAYED_CANONICAL",0.4893879340185224,0.4824432044355602,0.4859155692270412,0.4799350305277475,0.4757445162156721,0.4778397733717098,0.006944729582962161,0.0041905143120754,False,False,retrospective_historical,B_internal_stable,0.10324483775811209,0.4528023598820059
EXP-H018,LIN_HIC_ARO_CONT_TITR_RIDGE,LINEAR,,,,"test predictions available under endgame_model_benchmark/predictions (not materialized in Phase 1) overall_derivation=mean(public,private) | prior_reproduction_status=REPLAYED_CANONICAL",0.5069918776298159,0.5523848378532091,0.5296883577415126,0.5372696567245946,0.5874666978699563,0.5623681772972755,0.04539296022339323,0.05019704114536172,False,False,retrospective_historical,other,0.5693215339233039,0.9823008849557522
EXP-H019,LIN_HIC_ARO_CONT_TITR_LASSO,LINEAR,,,,"test predictions available under endgame_model_benchmark/predictions (not materialized in Phase 1) overall_derivation=mean(public,private) | prior_reproduction_status=REPLAYED_CANONICAL",0.4821960095627124,0.4912372446404668,0.4867166271015896,0.4799310265774686,0.4757443667060864,0.4778376966417775,0.009041235077754395,0.004186659871382226,False,False,retrospective_historical,B_internal_stable,0.11209439528023599,0.44542772861356933
EXP-H020,LIN_HIC_HYDRO_TITRATION_RIDGE,LINEAR,,,,"test predictions available under endgame_model_benchmark/predictions (not materialized in Phase 1) overall_derivation=mean(public,private) | prior_reproduction_status=REPLAYED_CANONICAL",0.5196694539611038,0.5503511666325119,0.5350103102968078,0.4981619585425452,0.5700450055437412,0.5341034820431432,0.03068171267140818,0.07188304700119597,False,False,retrospective_historical,other,0.6873156342182891,0.967551622418879
EXP-H021,XGB_HIC_CONTINUOUS_SURFACE,XGBOOST,,,,overall_derivation=authoritative_overall_test_mae local_solution_check pub=0.447909 priv=0.464281 overall=0.456095 | prior_reproduction_status=PASS,0.4457530837353364,0.4448926999127424,0.4453228918240394,0.4479089538197459,0.4642807152830525,0.4560948345513991,0.000860383822594013,0.0163717614633066,False,True,retrospective_historical,other,0.008849557522123894,0.12979351032448377
EXP-H022,XGB_HIC_HYDRO_TITRATION,XGBOOST,,,,overall_derivation=authoritative_overall_test_mae local_solution_check pub=0.42639 priv=0.452537 overall=0.439463 | prior_reproduction_status=PASS,0.4537766579051077,0.4546926663245683,0.454234662114838,0.426389658515836,0.4525372655421127,0.4394634620289744,0.0009160084194606011,0.02614760702627672,False,False,retrospective_historical,other,0.029498525073746312,0.0855457227138643
EXP-H023,XGB_HIC_ESM2_SEQ_AROMATIC,XGBOOST,,,,overall_derivation=authoritative_overall_test_mae local_solution_check pub=0.446864 priv=0.456237 overall=0.451551 | prior_reproduction_status=PASS,0.4595205302768282,0.4600007806000885,0.4597606554384583,0.4468639876754196,0.4562370774068949,0.4515505325411573,0.0004802503232602673,0.00937308973147527,False,False,retrospective_historical,other,0.04129793510324484,0.11209439528023599
EXP-H024,TRF_HIC_SCRATCH_MIN_HONLY,TRANSFORMER,,,,Phase2A historical Transformer backfill; representation_status=HISTORICAL_UNAVAILABLE; representation_aggregation_future=UNDECIDED; group=phase1_seq | prior_reproduction_status=PASS,0.5008957510740177,0.5168522469163431,0.5088739989951805,0.5067153060347946,0.4945421767058194,0.500628741370307,0.01595649584232539,0.01217312932897524,False,False,retrospective_historical,other,0.2359882005899705,0.8908554572271387
EXP-H025,TRF_HIC_SCRATCH_FULL_HONLY,TRANSFORMER,,,,Phase2A historical Transformer backfill; representation_status=HISTORICAL_UNAVAILABLE; representation_aggregation_future=UNDECIDED; group=phase1_seq | prior_reproduction_status=PASS,0.4994417613779076,0.5109553957652653,0.5051985785715865,0.5106221749576522,0.5184216823813356,0.5145219286694939,0.011513634387357696,0.007799507423683405,False,False,retrospective_historical,other,0.1887905604719764,0.9262536873156342
EXP-H026,TRF_HIC_ESM2_MIN_HONLY,TRANSFORMER,,,,Phase2A historical Transformer backfill; representation_status=HISTORICAL_UNAVAILABLE; representation_aggregation_future=UNDECIDED; group=phase1_seq | prior_reproduction_status=PASS,0.5287635114536364,0.5144555105044519,0.5216095109790442,0.4548230620019229,0.524322588791082,0.4895728253965024,0.014308000949184496,0.06949952678915905,False,False,retrospective_historical,other,0.4277286135693215,0.7404129793510325
EXP-H027,TRF_HIC_ESM2_FULL_HONLY,TRANSFORMER,,,,Phase2A historical Transformer backfill; representation_status=HISTORICAL_UNAVAILABLE; representation_aggregation_future=UNDECIDED; group=phase1_seq | prior_reproduction_status=PASS,0.5096992157202199,0.5155678999316055,0.5126335578259127,0.4670790704797816,0.4729598936858,0.4700194820827907,0.005868684211385533,0.005880823206018404,False,False,retrospective_historical,other,0.2920353982300885,0.28023598820059
EXP-H028,TRF_HIC_SCRATCH_FULL_HONLY_FUS_HYDRO_TITRATION,TRANSFORMER,,,,Phase2A historical Transformer backfill; representation_status=HISTORICAL_UNAVAILABLE; representation_aggregation_future=UNDECIDED; group=phase1_fus | prior_reproduction_status=PASS,0.4434767347265172,0.4502519788545835,0.4468643567905503,0.4131651963598934,0.4715501337875553,0.4423576650737243,0.006775244128066293,0.058384937427661876,False,False,retrospective_historical,other,0.011799410029498525,0.0943952802359882
EXP-H029,TRF_HIC_SCRATCH_FULL_HONLY_FUS_CONTINUOUS_SURFACE,TRANSFORMER,,,,Phase2A historical Transformer backfill; representation_status=HISTORICAL_UNAVAILABLE; representation_aggregation_future=UNDECIDED; group=phase1_fus | prior_reproduction_status=PASS,0.4367691172847039,0.4602052170553324,0.4484871671700182,0.4291351329662181,0.4772241528357988,0.4531796429010084,0.023436099770628493,0.048089019869580696,False,True,retrospective_historical,other,0.02064896755162242,0.11799410029498525
EXP-H030,TRF_HIC_SCRATCH_FULL_HONLY_FUS_ESM2_SEQ_ARO,TRANSFORMER,,,,Phase2A historical Transformer backfill; representation_status=HISTORICAL_UNAVAILABLE; representation_aggregation_future=UNDECIDED; group=phase1_fus | prior_reproduction_status=PASS,0.4422034926708832,0.4413279370437435,0.4417657148573134,0.3976063614833502,0.4800338898646977,0.438820125674024,0.0008755556271397014,0.08242752838134748,False,False,retrospective_historical,A_robust_external,0.0058997050147492625,0.07964601769911504
EXP-H031,TRF_HIC_ESM2_FULL_HONLY_FUS_HYDRO_TITRATION,TRANSFORMER,,,,Phase2A historical Transformer backfill; representation_status=HISTORICAL_UNAVAILABLE; representation_aggregation_future=UNDECIDED; group=phase1_fus | prior_reproduction_status=PASS,0.449374951900278,0.4510437931170679,0.450209372508673,0.4107111196635681,0.4716763438472039,0.4411937317553861,0.0016688412167898958,0.06096522418363581,False,False,retrospective_historical,other,0.02654867256637168,0.08849557522123894
EXP-H032,TRF_HIC_ESM2_FULL_HONLY_FUS_CONTINUOUS_SURFACE,TRANSFORMER,,,,Phase2A historical Transformer backfill; representation_status=HISTORICAL_UNAVAILABLE; representation_aggregation_future=UNDECIDED; group=phase1_fus | prior_reproduction_status=PASS,0.4475720075128499,0.4723787205700029,0.4599753640414264,0.429567148750211,0.4784063694329908,0.4539867590916009,0.024806713057152985,0.048839220682779794,False,True,retrospective_historical,other,0.04424778761061947,0.12094395280235988
EXP-H033,TRF_HIC_ESM2_FULL_HONLY_FUS_ESM2_SEQ_ARO,TRANSFORMER,,,,Phase2A historical Transformer backfill; representation_status=HISTORICAL_UNAVAILABLE; representation_aggregation_future=UNDECIDED; group=phase1_fus | prior_reproduction_status=PASS,0.4345258935528036,0.4424008218270761,0.4384633576899398,0.4129469598840785,0.4980453283992814,0.4554961441416799,0.007874928274272497,0.08509836851520292,False,False,retrospective_historical,A_robust_external,0.0029498525073746312,0.12389380530973451
EXP-H034,LIN_HIC_ALONE_ESM2_GLOBAL_RIDGE,LINEAR,,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,0.4914364606473387,0.4969438904612134,0.4941901755542761,0.5297118375440888,0.5278742720025729,0.5287930547733308,0.005507429813874698,0.0018375655415159287,False,False,retrospective_historical,B_internal_stable,0.12979351032448377,0.9616519174041298
EXP-H035,LIN_HIC_ALONE_ESM2_GLOBAL_LASSO,LINEAR,,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,0.5187788792711507,0.4961451506210827,0.5074620149461168,0.5351015830190654,0.5142001587706909,0.5246508708948783,0.02263372865006802,0.02090142424837449,False,False,retrospective_historical,other,0.2182890855457227,0.9587020648967551
EXP-H036,ENET_HIC_ALONE_ESM2_GLOBAL_ENET,LINEAR,,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,0.5154877515621304,0.5021419888831792,0.5088148702226548,0.5314075834654285,0.5142639245371217,0.5228357540012751,0.013345762678951267,0.017143658928306826,False,False,retrospective_historical,other,0.23303834808259588,0.9528023598820059
EXP-H037,SVR_HIC_ALONE_ESM2_GLOBAL_SVR,LINEAR,,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,0.4610648929426544,0.4689388916562481,0.4650018922994512,0.4675292299081999,0.454961261581923,0.4612452457450615,0.007873998713593677,0.01256796832627688,False,False,retrospective_historical,other,0.05014749262536873,0.15634218289085547
EXP-H038,XGB_HIC_ALONE_ESM2_GLOBAL_XGB,XGBOOST,,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,0.5078082993118851,0.5290459792996629,0.518427139305774,0.538694687831549,0.4930912150630244,0.5158929514472866,0.021237679987777813,0.045603472768524556,False,False,retrospective_historical,other,0.3775811209439528,0.9351032448377581
EXP-H039,LIN_HIC_ALONE_ESM2_RASA_P1_RIDGE,LINEAR,,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,0.4992563606770568,0.499834038762465,0.4995451997197609,0.5088335740760785,0.5083585987596922,0.5085960864178855,0.0005776780854082064,0.00047497531638629464,False,True,retrospective_historical,other,0.1504424778761062,0.9085545722713865
EXP-H040,LIN_HIC_ALONE_ESM2_RASA_P1_LASSO,LINEAR,,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,0.51679477835207,0.5076084561170559,0.5122016172345629,0.5122570773859352,0.5212936263987945,0.5167753518923648,0.009186322235014144,0.00903654901285933,False,True,retrospective_historical,other,0.2861356932153392,0.943952802359882
EXP-H041,ENET_HIC_ALONE_ESM2_RASA_P1_ENET,LINEAR,,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,0.5075048074048892,0.4990924309234559,0.5032986191641726,0.5120848427724958,0.5208258649645322,0.516455353868514,0.008412376481433337,0.00874102219203643,False,True,retrospective_historical,other,0.17404129793510326,0.9380530973451328
EXP-H042,SVR_HIC_ALONE_ESM2_RASA_P1_SVR,LINEAR,,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,0.4554649380071217,0.4636813355012391,0.4595731367541804,0.4589141339097766,0.4350763884092253,0.446995261159501,0.0082163974941174,0.02383774550055129,False,True,retrospective_historical,other,0.038348082595870206,0.09734513274336283
EXP-H043,XGB_HIC_ALONE_ESM2_RASA_P1_XGB,XGBOOST,,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,0.515773297769052,0.5109453940214934,0.5133593458952728,0.4707723418812692,0.4814338407163267,0.476103091298798,0.004827903747558593,0.010661498835057515,False,True,retrospective_historical,other,0.30383480825958703,0.40117994100294985
EXP-H044,LIN_HIC_HIC_HYDRO_TITRATION_ESM2_RASA_CDR3_RIDGE,LINEAR,,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,0.5125336302114634,0.548592556090264,0.5305630931508637,0.4994324384306775,0.560444759694613,0.5299385990626453,0.03605892587880066,0.06101232126393552,False,True,retrospective_historical,other,0.584070796460177,0.9646017699115044
EXP-H045,LIN_HIC_HIC_HYDRO_TITRATION_ESM2_RASA_CDR3_LASSO,LINEAR,,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,0.488417028377016,0.4867687601751391,0.4875928942760775,0.4702379457310567,0.4641712708181718,0.4672046082746142,0.0016482682018769124,0.0060666749128849284,False,True,retrospective_historical,other,0.12094395280235988,0.23156342182890854
EXP-H046,ENET_HIC_HIC_HYDRO_TITRATION_ESM2_RASA_CDR3_ENET,LINEAR,,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,0.4962326403366933,0.5349786060750875,0.5156056232058904,0.4404158289191551,0.4620138771482361,0.4512148530336956,0.03874596573839423,0.021598048229081013,False,True,retrospective_historical,C_test_specialist,0.336283185840708,0.10914454277286136
EXP-H047,SVR_HIC_HIC_HYDRO_TITRATION_ESM2_RASA_CDR3_SVR,LINEAR,,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,0.4528784231371178,0.4439791471508914,0.4484287851440046,0.4075780250191751,0.4473670821096207,0.4274725535643979,0.008899275986226418,0.039789057090445556,False,True,retrospective_historical,other,0.017699115044247787,0.07079646017699115
EXP-H048,XGB_HIC_HIC_HYDRO_TITRATION_ESM2_RASA_CDR3_XGB,XGBOOST,,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,0.5036123476852604,0.4879555057949489,0.4957839267401046,0.4533121823911314,0.4767519704559702,0.4650320764235508,0.015656841890311524,0.023439788064838762,False,True,retrospective_historical,other,0.13569321533923304,0.1976401179941003
EXP-H049,LIN_HIC_HIC_CONTINUOUS_SURFACE_ESM2_RASA_CDR3_RIDGE,LINEAR,,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,0.5093203154481778,0.5570877712778503,0.5332040433630141,0.5427390898995188,0.5804627611480755,0.5616009255237971,0.047767455829672456,0.03772367124855669,False,True,retrospective_historical,other,0.6342182890855457,0.9793510324483776
EXP-H050,LIN_HIC_HIC_CONTINUOUS_SURFACE_ESM2_RASA_CDR3_LASSO,LINEAR,,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,0.4874421171555989,0.4923836571074331,0.489912887131516,0.4799310265774686,0.4757443667060862,0.4778376966417775,0.004941539951834217,0.004186659871382392,False,True,retrospective_historical,B_internal_stable,0.12389380530973451,0.44542772861356933
EXP-H051,ENET_HIC_HIC_CONTINUOUS_SURFACE_ESM2_RASA_CDR3_ENET,LINEAR,,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,0.4908794238000124,0.4936315817087697,0.4922555027543911,0.4544516960755138,0.4764940043348712,0.4654728502051926,0.002752157908757269,0.022042308259357435,False,True,retrospective_historical,other,0.12684365781710916,0.20648967551622419
EXP-H052,SVR_HIC_HIC_CONTINUOUS_SURFACE_ESM2_RASA_CDR3_SVR,LINEAR,,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,0.4538794991423401,0.4459805377837694,0.4499300184630548,0.4148224959285339,0.4507828316528795,0.4328026637907066,0.00789896135857071,0.03596033572434565,False,True,retrospective_historical,other,0.02359882005899705,0.07374631268436578
EXP-H053,XGB_HIC_HIC_CONTINUOUS_SURFACE_ESM2_RASA_CDR3_XGB,XGBOOST,,,,CLASSICAL_FEATURE_REFINEMENT; no ensemble; CV-selected then postcomp evaluated | prior_reproduction_status=PASS,0.5107943383676034,0.4941888663209514,0.5024916023442774,0.4588933986145774,0.4839850357432423,0.4714392171789098,0.01660547204665197,0.025091637128664912,False,True,retrospective_historical,other,0.1710914454277286,0.30383480825958703
EXP-H054,TRF_HIC_ESM2_FULL_HONLY_V3,TRANSFORMER,,,,DL_FOLDLOCAL_COSINE_V3 ESM-2 ARCH-H0 Heavy-only; OOF TEST in cv_*; VAL=0.4520/0.4384; params=485249,0.502150705361072,0.5129733341358326,0.5075620197484523,0.4833591800265841,0.4627873586960781,0.473073269361331,0.01082262877476059,0.020571821330506,False,False,retrospective_historical,other,0.22123893805309736,0.3333333333333333
EXP-H055,TRF_HIC_ESM2_FULL_SEPARATE_DUAL_CONCAT_V3,TRANSFORMER,,,,DL_FOLDLOCAL_COSINE_V3 ESM-2 ARCH-1 CONCAT; OOF TEST in cv_*; VAL=0.4517/0.4330; params=501633,0.5295236088788068,0.5236995230309758,0.5266115659548913,0.505941643703131,0.4641491541921356,0.4850453989476334,0.0058240858478310065,0.0417924895109954,False,False,retrospective_historical,other,0.5132743362831859,0.6607669616519174
EXP-H056,TRF_HIC_ESM2_FULL_SEPARATE_DUAL_MEAN_V3,TRANSFORMER,,,,DL_FOLDLOCAL_COSINE_V3 ESM-2 ARCH-1 MEAN; OOF TEST in cv_*; VAL=0.4610/0.4363; params=485249,0.5154798495445722,0.5085656110975476,0.5120227303210598,0.4852008645328475,0.4591428170851718,0.4721718408090096,0.0069142384470245455,0.026058047447675703,False,False,retrospective_historical,other,0.2831858407079646,0.31563421828908556
EXP-H057,TRF_HIC_ESM2_FULL_JOINT_SINGLE_REG_V3,TRANSFORMER,,,,DL_FOLDLOCAL_COSINE_V3 ESM-2 ARCH-2 single REG; OOF TEST in cv_*; VAL=0.4435/0.4498; params=485121,0.5447029318161952,0.491356187702697,0.5180295597594461,0.4992336514319901,0.477063983399191,0.4881488174155906,0.05334674411349821,0.022169668032799128,False,False,retrospective_historical,other,0.3687315634218289,0.7138643067846607
EXP-H058,TRF_HIC_ESM2_FULL_JOINT_DUAL_CONCAT_V3,TRANSFORMER,,,,DL_FOLDLOCAL_COSINE_V3 ESM-2 ARCH-3 CONCAT; OOF TEST in cv_*; VAL=0.4607/0.4596; params=501633,0.5151987339537821,0.5288577420740952,0.5220282380139387,0.4868102494228034,0.4576602501574856,0.4722352497901445,0.013659008120313065,0.02914999926531775,False,False,retrospective_historical,other,0.4306784660766962,0.3215339233038348
EXP-H059,TRF_HIC_ESM2_FULL_JOINT_DUAL_MEAN_V3,TRANSFORMER,,,,DL_FOLDLOCAL_COSINE_V3 ESM-2 ARCH-3 MEAN; OOF TEST in cv_*; VAL=0.4587/0.4224; params=485249,0.5132576631616662,0.5190813029724874,0.5161694830670769,0.4925876585407022,0.4666098856984833,0.4795987721195927,0.005823639810821235,0.025977772842218916,False,False,retrospective_historical,other,0.3392330383480826,0.5103244837758112
EXP-H060,TRF_HIC_ESM2_FULL_JOINT_CHAIN_SPECIFIC_DUAL_CONCAT_V3,TRANSFORMER,,,,DL_FOLDLOCAL_COSINE_V3 ESM-2 ARCH-4 CONCAT; OOF TEST in cv_*; VAL=0.4618/0.4424; params=501633,0.5517478636282461,0.5134319962395563,0.5325899299339012,0.4964814238371671,0.4580179799397786,0.4772497018884729,0.03831586738868986,0.03846344389738848,False,False,retrospective_historical,other,0.6224188790560472,0.4306784660766962
