id,generator,n_atoms,ref_E_per_atom,ref_F_rms,ref_F_q90,ref_F_max,extraction_status,CDR_ref_F_rms,HCDR3_ref_F_rms,interface_ref_F_rms,P1_dE_mean,P1_dE_median,P1_dE_sd,P1_dE_q10,P1_dE_q90,P1_dE_max,P1_dE_per_atom_mean,P1_Frms_mean,P1_Frms_q90,CDR_P1_dE_mean,P2_dE_mean,P2_dE_median,P2_dE_sd,P2_dE_q10,P2_dE_q90,P2_dE_max,P2_dE_per_atom_mean,P2_Frms_mean,P2_Frms_q90,P3_dE_mean,P3_dE_median,P3_dE_sd,P3_dE_q10,P3_dE_q90,P3_dE_max,P3_dE_per_atom_mean,P3_Frms_mean,P3_Frms_q90
ADI-45370,esmfold,3362.0,-0.1711638914127565,3.313276052474976,4.167026996612549,12.69198226928711,SUCCESS,,,3.4408986568450928,73.1465892791748,71.45803833007812,5.3445742961108245,67.56362915039062,78.99168395996094,85.7139892578125,0.0217568677213488,3.9556663781404495,4.0202038288116455,,0.103729248046875,0.134429931640625,0.225604735660493,-0.159307861328125,0.3289916992187499,0.47314453125,3.085343487414486e-05,3.312992870807648,3.3172316789627074,163.65127182006836,160.62326049804688,8.73146169734799,156.14969177246093,174.77549743652344,181.85464477539065,0.0486767613979977,4.731961905956268,4.827785491943359
ADI-45373,esmfold,3460.0,-0.1823512788452854,3.264890432357788,4.163893222808838,11.785367012023926,SUCCESS,,,3.269970893859864,73.1329460144043,72.54901123046875,3.9247505142734695,68.09796142578125,78.503173828125,80.64459228515625,0.0211366895995388,3.8905902206897736,3.9452273845672607,,0.0204086303710937,-0.1219482421875,0.4484086433389334,-0.3635498046875,0.6395080566406249,0.9415283203125,5.8984480841311415e-06,3.262943565845489,3.2716943502426146,174.211181640625,175.57217407226562,5.622540072229633,168.35918884277345,179.8375,180.7149353027344,0.0503500524972904,4.752052009105682,4.797094249725342
ADI-45375,esmfold,3543.0,-0.1723524799395374,3.4601824283599854,4.205602169036865,26.302188873291016,SUCCESS,,,3.3526394367218018,77.89599609375,77.66827392578125,2.9512400451217946,74.45181274414062,81.6737060546875,83.0740966796875,0.0219858865632938,4.139141976833344,4.21290922164917,,0.0533676147460937,0.04534912109375,0.3436696285572794,-0.342706298828125,0.4543334960937499,0.7288818359375,1.5062832273805745e-05,3.4596273005008698,3.4633940935134886,187.6751480102539,188.80886840820312,9.270832268310098,175.9925079345703,199.352767944336,203.62811279296875,0.0529706881203087,5.354037880897522,5.947227478027344
ADI-45378,esmfold,3620.0,-0.1755166238184133,3.387824773788452,4.194483757019043,27.804956436157227,SUCCESS,,,3.263911724090576,77.6427993774414,78.18527221679688,3.1429557751099115,73.71112060546875,80.97314453125,81.59576416015625,0.0214482871208401,4.052441090345383,4.167824983596802,,0.0209884643554687,-0.072906494140625,0.33908321854237,-0.30205078125,0.5145324707031249,0.647705078125,5.797918330239986e-06,3.3864912390708923,3.3928884506225585,188.43974685668945,186.8415985107422,9.25282961915765,177.81336059570313,198.94208068847647,205.42355346679688,0.0520551786896932,4.92870444059372,5.095805644989014
ADI-45379,esmfold,3412.0,-0.1740881683957814,3.4022841453552246,4.23455286026001,26.13156509399414,SUCCESS,,,3.2472128868103027,74.72756576538086,75.13839721679688,4.136646858067057,68.96075439453125,79.88839721679688,80.35205078125,0.0219013967659381,4.128600090742111,4.388046503067017,,0.0730438232421875,0.001495361328125,0.3610846262830041,-0.284661865234375,0.5832946777343749,0.7857666015625,2.1407920059257768e-05,3.402302652597428,3.410203099250793,176.73759841918945,175.19732666015625,9.104407883099755,169.15695495605468,186.83731384277343,195.1542358398437,0.0517988272037483,4.94336599111557,5.150585889816284
ADI-45382,esmfold,3603.0,-0.1735464959484717,3.305361747741699,4.204156398773193,13.232590675354004,SUCCESS,,,3.2171151638031006,77.1489143371582,77.161376953125,2.600302452494846,74.25283813476562,79.70513916015625,83.03570556640625,0.0214124103072878,3.936781942844391,3.971704602241516,,-0.0159225463867187,-0.031219482421875,0.3889052460053994,-0.4592651367187499,0.4987670898437499,0.60113525390625,-4.419246846161185e-06,3.3037142753601074,3.309924054145813,185.50912857055664,185.1187744140625,9.193593264493314,176.54257507324218,198.50516662597656,199.32443237304688,0.0514874073190554,4.819638967514038,4.942850589752197
ADI-45383,esmfold,3555.0,-0.1737900617253428,3.2667150497436523,4.187135219573975,14.127464294433594,SUCCESS,,,3.2845571041107178,78.85621643066406,78.05673217773438,3.875413749059119,74.36965942382812,83.53500366210938,87.072021484375,0.0221817767737451,3.929576128721237,3.976713538169861,,0.1152191162109375,-0.0557861328125,0.4239534440535328,-0.29915771484375,0.7399169921875,0.854248046875,3.241044056566456e-05,3.2665556967258453,3.273565149307251,184.0484161376953,179.55648803710938,8.782364303174038,176.0791229248047,195.9304229736328,198.53976440429688,0.0517717063678467,4.773387134075165,4.913361358642578
ADI-45388,esmfold,3494.0,-0.1735410990548529,3.39863920211792,4.166796684265137,32.88299560546875,SUCCESS,,,3.3279175758361816,74.30612564086914,74.39822387695312,4.278902506457134,68.62838745117188,80.40188598632812,82.19403076171875,0.0212667789470146,4.01131346821785,4.067851543426514,,0.0380020141601562,0.056488037109375,0.4479753493060391,-0.5116394042968749,0.603411865234375,0.64019775390625,1.0876363526089369e-05,3.398079574108124,3.403631591796875,177.70327377319336,175.18399047851562,6.694468254007321,171.43789367675782,185.218994140625,191.25833129882807,0.0508595517381778,4.8519207239151,4.9705321311950685
ADI-45389,esmfold,3334.0,-0.1763682053628336,3.3578505516052246,4.147649765014648,28.242042541503903,SUCCESS,,,3.415779829025269,71.26680374145508,71.0338134765625,4.0512139892953964,66.73358154296875,75.45956420898438,81.49285888671875,0.0213757659692426,4.01963409781456,4.149723529815674,,0.133453369140625,0.082763671875,0.5030221168988566,-0.400543212890625,0.7470825195312499,1.15740966796875,4.002800514115927e-05,3.357243597507477,3.3653869152069094,164.67566299438477,165.2774658203125,6.096979876567496,156.07263793945313,172.55652465820313,173.427978515625,0.0493928203342485,4.912968635559082,5.265965604782105
ADI-45390,esmfold,3388.0,-0.1731130696806744,3.467318296432495,4.2090678215026855,27.72056007385254,SUCCESS,,,3.3329997062683105,73.23284721374512,73.78683471679688,3.306137370502361,69.90191650390625,76.18577575683594,80.82241821289062,0.0216153622236555,4.12034747004509,4.237565517425537,,0.1684417724609375,-0.041656494140625,0.4804002218203707,-0.154229736328125,0.7314636230468748,1.33135986328125,4.971717014785641e-05,3.466399610042572,3.46866626739502,171.57946014404297,174.28358459472656,6.325022187943051,163.87369384765626,177.69173278808594,177.76776123046875,0.0506432881180764,5.15262371301651,5.667204666137695
ADI-45391,esmfold,3388.0,-0.1767040554438459,3.400243043899536,4.168337345123291,31.186613082885746,SUCCESS,,,3.395373106002808,75.03673934936523,73.58987426757812,4.329000117269924,70.18240356445312,81.27334594726562,82.1290283203125,0.0221477979189389,4.305814132094383,4.728182554244995,,0.0315475463867187,0.00543212890625,0.460421659910544,-0.5001037597656249,0.6246337890625,0.77203369140625,9.311554423470703e-06,3.3986674547195435,3.4066129684448243,173.27202224731445,171.10142517089844,5.413784590144618,168.03403930664064,180.7754364013672,183.77053833007807,0.0511428637093608,4.967018008232117,5.150245809555054
ADI-45393,esmfold,3460.0,-0.179321818269057,3.3858752250671387,4.213665962219238,26.84868431091309,SUCCESS,,,3.3387155532836914,74.64720916748047,75.197265625,3.03642053365622,70.91244506835938,78.2569580078125,79.46087646484375,0.0215743379096764,4.089961305260658,4.259036779403687,,0.0968475341796875,0.033050537109375,0.3372519743897058,-0.2046630859375,0.4204467773437499,0.891357421875,2.7990616814938584e-05,3.3859577775001526,3.3894955635070803,176.93854522705078,173.1298828125,9.76199650741087,167.30099792480468,190.6318328857422,194.6484375,0.0511383078690898,4.953842878341675,5.122869348526001
ADI-45395,esmfold,3444.0,-0.1703690053693924,3.31785535812378,4.188661098480225,12.951933860778809,SUCCESS,,,3.261862277984619,75.18929862976074,75.5157470703125,5.256012437902893,69.08071899414062,80.17352294921875,89.22393798828125,0.0218319682432522,3.9664546102285385,4.016040802001953,,0.0501708984375,-0.080230712890625,0.5444347030902047,-0.4241455078124999,0.6006286621093748,1.1773681640625,1.4567624401132405e-05,3.31660994887352,3.3245393514633177,174.4969482421875,172.55259704589844,7.387368625242845,167.75359191894532,183.0756103515625,189.57833862304688,0.0506669419983122,4.785936951637268,4.887686443328858
ADI-45397,esmfold,3322.0,-0.1777251884924368,3.245453119277954,4.1458940505981445,10.993338584899902,SUCCESS,,,3.2401487827301025,70.71799087524414,71.44830322265625,2.813571025232548,66.52163696289062,73.87002563476562,75.11004638671875,0.021287775699953,3.8819189369678497,3.912092924118042,,0.2193756103515625,0.096832275390625,0.3975427432661534,-0.159527587890625,0.833819580078125,0.9637451171875,6.603720961817052e-05,3.246274679899216,3.254497218132019,166.25233840942383,164.4564971923828,9.189322836049806,155.24823913574218,178.36652221679688,181.76129150390625,0.0500458574381167,4.747955143451691,4.868616151809692
ADI-45402,esmfold,3597.0,-0.171450197348702,3.3908531665802,4.166769027709961,27.142475128173828,SUCCESS,,,3.309763193130493,79.29840469360352,78.94427490234375,3.7875854250202,74.39505004882812,83.95074462890625,85.49737548828125,0.0220457060588277,4.106744632124901,4.251433610916138,,0.1123809814453125,0.155364990234375,0.2257219143178889,-0.0979309082031249,0.3646728515625,0.373046875,3.1242975102950374e-05,3.3899965584278107,3.3929855585098267,184.6232566833496,185.348876953125,7.887902256646099,174.74075012207032,193.747216796875,196.073486328125,0.0513270104763273,4.947657942771912,5.190347528457641
ADI-45404,esmfold,3528.0,-0.1677820460866638,3.400266170501709,4.199097156524658,25.536237716674805,SUCCESS,,,3.3092730045318604,77.78226661682129,77.73324584960938,4.664907064552314,71.06137084960938,83.34024047851562,85.586181640625,0.0220471277258563,4.042500793933868,4.09099006652832,,0.0009078979492187,-0.056671142578125,0.4612827871033511,-0.463616943359375,0.6315429687499999,0.82568359375,2.5734068855406745e-07,3.3982394635677338,3.405359101295472,179.4951400756836,182.5052185058593,8.339174003109658,168.50827026367188,186.32042236328124,191.046875,0.050877307277688,4.889491975307465,5.083171701431274
ADI-45405,esmfold,3402.0,-0.1647291323635453,3.3479552268981934,4.171449661254883,17.81145668029785,SUCCESS,,,3.502248525619507,71.942138671875,71.32398986816406,3.284271132973816,68.44964599609375,76.37025451660156,77.24453735351562,0.0211470131310626,3.966738298535347,4.01873779296875,,0.1353607177734375,0.021942138671875,0.4111782281645899,-0.268487548828125,0.732574462890625,0.94940185546875,3.97885707740851e-05,3.348674327135086,3.3568932056427,170.27778244018555,169.6011505126953,5.590660180833252,164.2857452392578,176.82059326171876,180.73361206054688,0.0500522582128705,4.790851473808289,4.859111213684082
ADI-45406,esmfold,3440.0,-0.1719513826592024,3.305920124053955,4.184260845184326,14.8834867477417,SUCCESS,,,3.3153839111328125,71.64227485656738,72.77200317382812,5.296580304047943,65.87298583984375,76.55209350585938,82.46255493164062,0.0208262426908626,3.919363051652908,3.9660260677337646,,0.1526412963867187,0.165374755859375,0.307694498727764,-0.1996459960937499,0.51431884765625,0.57891845703125,4.43724698798601e-05,3.3057834804058075,3.31050591468811,176.14521026611328,176.50344848632812,5.037499508155121,170.68153381347656,181.39219665527344,181.7635803222656,0.0512050029843352,4.798709452152252,4.870575475692749
ADI-45407,esmfold,3416.0,-0.1776489329282238,3.266164541244507,4.151206016540527,12.885701179504396,SUCCESS,,,3.3352210521698,74.09693908691406,74.756103515625,2.810438547414369,70.80712890625,77.73638916015625,78.4610595703125,0.0216911414188858,3.906191989779472,3.938051342964173,,0.0073089599609375,-0.003387451171875,0.3422733102808326,-0.355450439453125,0.3490966796874999,0.6375732421875,2.1396252813048886e-06,3.2646093666553497,3.269118046760559,164.6049842834473,162.994873046875,6.306399503421875,158.03180541992188,173.47839965820313,176.39016723632812,0.0481864708089716,4.695199131965637,4.777411985397339
ADI-45408,esmfold,3459.0,-0.1740490973219771,3.388498544692993,4.16183614730835,26.435171127319336,SUCCESS,,,3.331843614578247,73.21688842773438,74.37814331054688,3.2608456596644126,67.86282348632812,76.364501953125,77.11041259765625,0.021167068062369,4.033489853143692,4.107769727706909,,0.1606292724609375,0.133697509765625,0.3483004959652678,-0.1506225585937499,0.5294616699218749,0.65118408203125,4.643806662646357e-05,3.388504773378372,3.392854714393616,176.1547813415527,174.29664611816406,8.391485995483263,167.92132873535155,186.12613830566409,194.66339111328125,0.0509265051580088,4.949424386024475,5.215944290161133
ADI-45409,esmfold,3453.0,-0.1699428210353768,3.3955321311950684,4.165380954742432,27.394256591796875,SUCCESS,,,3.273412704467773,73.62453842163086,73.14739990234375,3.918623226596757,69.281982421875,78.74525451660156,82.67898559570312,0.0213219051322417,4.068781048059464,4.311600923538208,,0.1298599243164062,0.072723388671875,0.471688277339613,-0.3589843749999999,0.7894714355468749,0.950927734375,3.76078552900105e-05,3.395692855119705,3.4028899908065795,173.00971221923828,171.96884155273438,9.83707141166636,163.56231689453125,182.5513641357421,193.2439880371093,0.0501041738254382,4.953819930553436,5.430349493026733
ADI-45410,esmfold,3549.0,-0.1758524146876761,3.2860848903656006,4.165520668029785,19.453353881835938,SUCCESS,,,3.256469249725342,76.90654754638672,78.07333374023438,3.628112581186401,72.389892578125,80.2108154296875,83.031005859375,0.021669920413183,3.92850498855114,3.9629664421081534,,-0.0102767944335937,-0.0760498046875,0.4828270549816901,-0.523004150390625,0.618212890625,0.9136962890625,-2.895687358014581e-06,3.284429907798767,3.291756439208984,184.31621170043945,184.56692504882807,5.971466627202241,178.20106811523436,190.7132995605469,191.36544799804688,0.0519346891238206,4.816882789134979,4.901986742019654
ADI-45411,esmfold,3392.0,-0.1687592200513156,5.349334239959717,4.21088457107544,171.43467712402344,SUCCESS,,,3.4015705585479736,77.11449241638184,77.78717041015625,6.333072274955715,71.48171997070312,83.31350708007812,86.83990478515625,0.0227342253586031,6.222918003797531,7.214006662368774,,0.2517013549804687,0.164306640625,0.3051519498103053,0.008349609375,0.643524169921875,0.83642578125,7.420440889754386e-05,5.350107967853546,5.353478622436524,177.58502197265625,174.3985595703125,10.986201342656493,168.13699035644532,188.6451568603516,201.06573486328125,0.0523540748740142,6.886794805526733,8.240542316436768
ADI-45422,esmfold,3498.0,-0.1706785504105024,3.422938108444214,4.167691707611084,26.89965057373047,SUCCESS,,,3.2604105472564697,75.39664077758789,74.69952392578125,4.30008578518607,70.30877685546875,81.23452758789062,83.8438720703125,0.0215542140587729,4.0519967675209045,4.136993646621704,,0.0017929077148437,-0.25238037109375,0.5434242719675905,-0.386505126953125,0.6647094726562499,1.2791748046875,5.125522340891224e-07,3.421948760747909,3.4295327186584474,179.5258560180664,179.60984802246094,5.284960434249671,173.5194519042969,186.0215698242188,186.8375244140625,0.0513224288216313,5.027582108974457,5.460801601409912
ADI-45425,esmfold,3531.0,-0.1775319961811455,3.2512850761413574,4.130975723266602,12.258529663085938,SUCCESS,,,3.4270389080047607,75.24930191040039,75.5450439453125,4.700976797899771,69.18197631835938,81.1429443359375,81.56719970703125,0.0213110455707732,3.890453666448593,3.93994653224945,,-0.0445098876953125,-0.07525634765625,0.2586431375281082,-0.302880859375,0.2101440429687499,0.551513671875,-1.260546238893019e-05,3.2492928206920624,3.253982400894165,178.03872680664062,176.79359436035156,6.0533866638938365,172.0598388671875,186.09190063476564,190.349365234375,0.0504216162012576,4.743636131286621,4.839149570465088
ADI-45428,esmfold,3534.0,-0.1656054079566355,3.4002671241760254,4.139251232147217,35.82548141479492,SUCCESS,,,3.364043951034546,77.61532783508301,78.23228454589844,4.211265220656226,71.81631469726562,82.49203491210938,83.49893188476562,0.0219624583574088,4.041001990437508,4.100430965423584,,-0.0137939453125,-0.199005126953125,0.2810390396480823,-0.240521240234375,0.4066162109375,0.448486328125,-3.903210331777024e-06,3.3988063633441925,3.403198289871216,174.1821632385254,172.238037109375,8.05000221995163,165.30372009277343,183.6596710205078,187.2764587402344,0.0492875391167304,4.800841450691223,4.915086317062378
ADI-45429,esmfold,3459.0,-0.1745856385177255,3.4534735679626465,4.166928768157959,29.23568153381348,SUCCESS,,,3.255793809890747,73.98340606689453,74.0303955078125,5.700301176468181,67.22909545898438,81.37326049804688,82.65032958984375,0.0213886689988131,4.122221231460571,4.265680313110352,,0.0595016479492187,0.002410888671875,0.4336803081794734,-0.473541259765625,0.6539062499999999,0.84027099609375,1.720197974825636e-05,3.452636331319809,3.45941698551178,176.95153045654297,178.3668212890625,5.1189581353788345,169.30333862304687,182.07348022460937,182.44830322265625,0.0511568460412093,5.071193873882294,5.327596426010132
ADI-45430,esmfold,3535.0,-0.168815092656029,3.315917730331421,4.1873273849487305,13.250208854675291,SUCCESS,,,3.230785608291626,78.29623413085938,77.7540283203125,3.988196270151294,74.46029663085938,83.51907348632812,87.826416015625,0.0221488639691257,3.9692285656929016,4.023785829544067,,0.1543502807617187,0.13592529296875,0.3796006302463959,-0.2262634277343749,0.5812377929687499,0.88629150390625,4.366344576003359e-05,3.315331846475601,3.3197593450546266,179.3087043762207,180.79542541503903,7.588124762392812,168.69507446289063,187.15986022949207,187.60720825195312,0.0507238201912929,4.79025012254715,4.905408430099487
ADI-45433,esmfold,3538.0,-0.1761594851047996,3.3755781650543213,4.180047988891602,26.61310577392578,SUCCESS,,,3.348905801773072,75.03438186645508,73.63540649414062,5.4347333456366345,67.85015869140625,81.73178100585938,84.39361572265625,0.0212081350668329,4.03688283264637,4.162635803222656,,0.0369338989257812,-0.06549072265625,0.4484418997954764,-0.40460205078125,0.759771728515625,0.794677734375,1.0439202635890688e-05,3.374159872531891,3.380904054641724,179.9326210021973,178.06336975097656,5.469480428971536,175.88392639160156,185.74547729492187,192.95559692382807,0.0508571568689082,4.925805330276489,5.130871438980103
ADI-45435,esmfold,3647.0,-0.1729214508500137,3.26764178276062,4.135528087615967,13.538670539855955,SUCCESS,,,3.2543721199035645,76.43802642822266,76.82171630859375,4.7453181950739305,71.20071411132812,81.73870849609375,87.24615478515625,0.0209591517488957,3.890279844403267,3.944949984550476,,0.0551223754882812,0.04400634765625,0.2566060924041266,-0.23321533203125,0.360986328125,0.37841796875,1.511444351200473e-05,3.2667715549468994,3.269995379447937,187.42639541625977,187.4320526123047,8.026335482065921,179.10482177734374,195.3554443359375,202.11541748046875,0.0513919373228022,4.766570806503296,4.862785196304321
ADI-45438,esmfold,3449.0,-0.1634622885199967,3.348748207092285,4.2324700355529785,12.964176177978516,SUCCESS,,,3.2361438274383545,74.23074340820312,74.64846801757812,4.391759335891012,67.856201171875,78.65086364746094,81.04217529296875,0.021522395885243,3.975158333778381,4.029043197631836,,0.0136642456054687,-0.11541748046875,0.4308361138377942,-0.38543701171875,0.6743896484374999,0.74163818359375,3.961799247743911e-06,3.347469389438629,3.3551025390625,170.66057968139648,171.0218048095703,4.088118851917395,165.5661651611328,175.09844360351562,176.59286499023438,0.0494811770604222,4.765837550163269,4.817736864089966
ADI-45439,esmfold,3432.0,-0.1637126504680215,3.419245481491089,4.218844890594482,25.4202823638916,SUCCESS,,,3.322913408279419,74.12532234191895,72.63603210449219,4.359304938289157,69.19172668457031,80.32588195800781,83.32989501953125,0.021598287395664,4.053927183151245,4.115894079208374,,-0.0066299438476562,-0.16314697265625,0.5286040706962307,-0.51939697265625,0.6460083007812498,1.0909423828125,-1.93180182041266e-06,3.417818367481232,3.426448941230774,169.25889587402344,170.98745727539062,5.793839231877757,161.78460083007812,175.15047302246094,176.083984375,0.0493178601031536,4.842306733131409,4.900246620178223
ADI-45440,esmfold,3403.0,-0.1748234123613355,3.3044917583465576,4.155754089355469,16.943279266357422,SUCCESS,,,3.3665661811828613,74.58422088623047,74.92678833007812,3.5598932799897423,69.95132446289062,79.00265502929688,80.5360107421875,0.0219171968516692,3.9576422423124313,4.002248883247376,,0.084259033203125,-0.029815673828125,0.4086556265150854,-0.337872314453125,0.657672119140625,0.84185791015625,2.4760221335035264e-05,3.303842395544052,3.311229109764099,171.35225677490234,172.3216094970703,4.067007348611146,166.7382781982422,175.1857177734375,178.50930786132812,0.0503532932044967,4.750707149505615,4.795791673660278
ADI-45442,esmfold,3430.0,-0.1747357159939868,3.439387321472168,4.202634334564209,27.20130729675293,SUCCESS,,,3.2934513092041016,74.34201431274414,74.22341918945312,4.166878172352391,68.82763671875,79.69183349609375,80.9957275390625,0.0216740566509458,4.132824629545212,4.247867584228516,,0.0874710083007812,-0.0731201171875,0.5339889861013649,-0.3724243164062499,0.6560974121093749,1.222412109375,2.550175169118987e-05,3.438486635684967,3.4459832668304444,172.4518814086914,170.2005157470703,6.4651033321057705,165.11480407714845,180.77691040039065,181.7637634277344,0.0502775164456826,4.944501876831055,5.128029251098633
ADI-45447,esmfold,3478.0,-0.1693774196455847,3.314837694168091,4.247728824615479,12.965335845947266,SUCCESS,,,3.3043174743652344,76.32803726196289,77.43096923828125,4.51102031132053,70.50250244140625,81.30914306640625,81.78662109375,0.0219459566595638,3.960074946284294,4.00209641456604,,0.0937423706054687,-0.020965576171875,0.5685357277694911,-0.47847900390625,0.8005065917968749,1.26214599609375,2.6952953020548808e-05,3.314593732357025,3.3237343788146974,176.86944961547852,175.41978454589844,5.949933401548198,170.74689331054688,183.584799194336,189.5448608398437,0.0508537807980099,4.756872057914734,4.828547477722168
