antibody_id,cluster_id,role,split
ADI-47082,119,Dev,shadow_2
ADI-47197,120,Public,shadow_2
ADI-47085,121,Dev,shadow_2
ADI-47084,122,Dev,shadow_2
ADI-47087,123,Public,shadow_2
ADI-47292,124,Dev,shadow_2
ADI-47200,125,Public,shadow_2
ADI-47089,126,Dev,shadow_2
ADI-47090,36,Private,shadow_2
ADI-47202,127,Private,shadow_2
ADI-47203,6,Public,shadow_2
ADI-47294,6,Public,shadow_2
ADI-47091,53,Dev,shadow_2
ADI-47296,128,Dev,shadow_2
ADI-47092,129,Public,shadow_2
ADI-47206,130,Private,shadow_2
ADI-47094,131,Dev,shadow_2
ADI-47207,132,Dev,shadow_2
ADI-47208,19,Public,shadow_2
ADI-47095,28,Dev,shadow_2
ADI-47096,53,Dev,shadow_2
ADI-47097,53,Dev,shadow_2
ADI-47298,133,Dev,shadow_2
ADI-47299,6,Public,shadow_2
ADI-47098,134,Dev,shadow_2
ADI-47212,135,Dev,shadow_2
ADI-47214,136,Dev,shadow_2
ADI-47102,137,Dev,shadow_2
ADI-47103,138,Dev,shadow_2
ADI-47107,6,Public,shadow_2
ADI-47220,139,Dev,shadow_2
ADI-47111,28,Dev,shadow_2
ADI-47303,140,Private,shadow_2
ADI-47221,141,Dev,shadow_2
ADI-47222,142,Dev,shadow_2
ADI-47305,47,Dev,shadow_2
ADI-47114,143,Dev,shadow_2
ADI-47226,144,Private,shadow_2
ADI-47227,28,Dev,shadow_2
ADI-47118,145,Dev,shadow_2
ADI-47306,4,Private,shadow_2
ADI-47267,146,Dev,shadow_2
ADI-47307,147,Dev,shadow_2
ADI-47228,28,Dev,shadow_2
ADI-47310,148,Dev,shadow_2
ADI-47229,47,Dev,shadow_2
ADI-47230,135,Dev,shadow_2
ADI-47124,149,Dev,shadow_2
ADI-47125,150,Private,shadow_2
ADI-47127,151,Private,shadow_2
ADI-47234,131,Dev,shadow_2
ADI-47312,24,Public,shadow_2
ADI-47236,152,Dev,shadow_2
ADI-47249,87,Dev,shadow_2
ADI-47129,153,Dev,shadow_2
ADI-47131,154,Dev,shadow_2
ADI-47246,155,Private,shadow_2
ADI-47133,47,Dev,shadow_2
ADI-47134,28,Dev,shadow_2
ADI-47316,156,Dev,shadow_2
ADI-47239,157,Dev,shadow_2
ADI-47240,158,Dev,shadow_2
ADI-47241,159,Dev,shadow_2
ADI-47139,160,Private,shadow_2
ADI-47181,9,Dev,shadow_2
ADI-47248,161,Public,shadow_2
ADI-47141,162,Dev,shadow_2
ADI-47250,87,Dev,shadow_2
ADI-47251,163,Dev,shadow_2
ADI-47252,164,Private,shadow_2
ADI-47145,28,Dev,shadow_2
ADI-47254,165,Private,shadow_2
ADI-47146,15,Dev,shadow_2
ADI-47147,166,Private,shadow_2
ADI-45489,167,Dev,shadow_2
ADI-47165,168,Public,shadow_2
ADI-47148,169,Public,shadow_2
ADI-47159,170,Dev,shadow_2
ADI-47156,171,Public,shadow_2
ADI-47154,172,Private,shadow_2
ADI-47263,173,Private,shadow_2
ADI-47160,174,Private,shadow_2
ADI-47265,87,Dev,shadow_2
ADI-47163,175,Dev,shadow_2
ADI-47126,47,Dev,shadow_2
ADI-45411,37,Dev,shadow_2
ADI-45488,176,Private,shadow_2
ADI-47285,24,Public,shadow_2
ADI-46713,47,Dev,shadow_2
ADI-46708,24,Public,shadow_2
ADI-45406,15,Dev,shadow_2
ADI-46704,87,Dev,shadow_2
ADI-46706,117,Dev,shadow_2
ADI-45430,28,Dev,shadow_2
ADI-45409,117,Dev,shadow_2
ADI-45405,7,Public,shadow_2
ADI-47188,177,Dev,shadow_2
ADI-45408,28,Dev,shadow_2
ADI-45479,24,Public,shadow_2
ADI-45407,36,Private,shadow_2
ADI-47218,24,Public,shadow_2
ADI-45476,36,Private,shadow_2
ADI-45480,24,Public,shadow_2
ADI-45481,60,Dev,shadow_2
ADI-47117,24,Public,shadow_2
ADI-47120,43,Dev,shadow_2
ADI-46705,24,Public,shadow_2
ADI-47235,7,Public,shadow_2
ADI-47130,57,Private,shadow_2
ADI-47255,178,Private,shadow_2
ADI-46707,31,Dev,shadow_2
ADI-47257,92,Private,shadow_2
ADI-45477,167,Dev,shadow_2
ADI-45493,28,Dev,shadow_2
ADI-47262,24,Public,shadow_2
ADI-45410,31,Dev,shadow_2
ADI-47264,7,Public,shadow_2
ADI-47162,85,Dev,shadow_2
ADI-45435,28,Dev,shadow_2
ADI-45433,167,Dev,shadow_2
ADI-45498,36,Private,shadow_2
ADI-45486,179,Dev,shadow_2
