antibody_id,cluster_id,role,split
ADI-45470,7,Public,shadow_3
ADI-47295,92,Dev,shadow_3
ADI-45452,93,Dev,shadow_3
ADI-45454,28,Private,shadow_3
ADI-45388,53,Dev,shadow_3
ADI-47205,94,Private,shadow_3
ADI-46695,95,Dev,shadow_3
ADI-46684,87,Private,shadow_3
ADI-47213,42,Dev,shadow_3
ADI-46696,96,Public,shadow_3
ADI-46697,53,Dev,shadow_3
ADI-47104,97,Public,shadow_3
ADI-47219,28,Private,shadow_3
ADI-45391,90,Public,shadow_3
ADI-45461,53,Dev,shadow_3
ADI-47116,47,Dev,shadow_3
ADI-47309,24,Dev,shadow_3
ADI-45453,98,Dev,shadow_3
ADI-46693,47,Dev,shadow_3
ADI-47233,9,Dev,shadow_3
ADI-47137,99,Dev,shadow_3
ADI-45383,75,Private,shadow_3
ADI-45469,7,Public,shadow_3
ADI-45422,87,Private,shadow_3
ADI-45485,7,Public,shadow_3
ADI-45495,42,Dev,shadow_3
ADI-46691,31,Dev,shadow_3
ADI-45425,100,Dev,shadow_3
ADI-45451,28,Private,shadow_3
ADI-45499,87,Private,shadow_3
ADI-45497,24,Dev,shadow_3
ADI-37123,101,Dev,shadow_3
ADI-37125,47,Dev,shadow_3
ADI-38503,7,Public,shadow_3
ADI-47223,102,Dev,shadow_3
ADI-37124,103,Dev,shadow_3
ADI-47176,104,Dev,shadow_3
ADI-47061,105,Dev,shadow_3
ADI-45402,106,Private,shadow_3
ADI-46701,107,Dev,shadow_3
ADI-47286,108,Private,shadow_3
ADI-47065,109,Dev,shadow_3
ADI-47287,4,Private,shadow_3
ADI-47071,110,Dev,shadow_3
ADI-47072,28,Private,shadow_3
ADI-45472,60,Dev,shadow_3
ADI-47075,28,Private,shadow_3
ADI-47288,111,Dev,shadow_3
ADI-45404,112,Dev,shadow_3
ADI-47076,24,Dev,shadow_3
ADI-47189,113,Dev,shadow_3
ADI-47078,114,Dev,shadow_3
ADI-47190,115,Dev,shadow_3
ADI-47081,116,Dev,shadow_3
ADI-47194,4,Private,shadow_3
ADI-47193,117,Dev,shadow_3
ADI-47291,118,Public,shadow_3
ADI-47082,119,Public,shadow_3
ADI-47197,120,Private,shadow_3
ADI-47085,121,Dev,shadow_3
ADI-47084,122,Dev,shadow_3
ADI-47087,123,Public,shadow_3
ADI-47292,124,Public,shadow_3
ADI-47200,125,Dev,shadow_3
ADI-47089,126,Dev,shadow_3
ADI-47090,36,Private,shadow_3
ADI-47202,127,Private,shadow_3
ADI-47203,6,Public,shadow_3
ADI-47294,6,Public,shadow_3
ADI-47091,53,Dev,shadow_3
ADI-47296,128,Dev,shadow_3
ADI-47092,129,Dev,shadow_3
ADI-47206,130,Dev,shadow_3
ADI-47094,131,Dev,shadow_3
ADI-47207,132,Dev,shadow_3
ADI-47208,19,Public,shadow_3
ADI-47095,28,Private,shadow_3
ADI-47096,53,Dev,shadow_3
ADI-47097,53,Dev,shadow_3
ADI-47298,133,Dev,shadow_3
ADI-47299,6,Public,shadow_3
ADI-47098,134,Dev,shadow_3
ADI-47212,135,Dev,shadow_3
ADI-47214,136,Dev,shadow_3
ADI-47102,137,Dev,shadow_3
ADI-47103,138,Dev,shadow_3
ADI-47107,6,Public,shadow_3
ADI-47220,139,Public,shadow_3
ADI-47111,28,Private,shadow_3
ADI-47303,140,Dev,shadow_3
ADI-47221,141,Dev,shadow_3
ADI-47222,142,Dev,shadow_3
ADI-47305,47,Dev,shadow_3
ADI-47114,143,Private,shadow_3
ADI-47226,144,Dev,shadow_3
ADI-47227,28,Private,shadow_3
ADI-47118,145,Dev,shadow_3
ADI-47306,4,Private,shadow_3
ADI-47267,146,Public,shadow_3
ADI-47307,147,Dev,shadow_3
ADI-47228,28,Private,shadow_3
ADI-47310,148,Dev,shadow_3
ADI-47229,47,Dev,shadow_3
ADI-47230,135,Dev,shadow_3
ADI-47124,149,Public,shadow_3
ADI-47125,150,Public,shadow_3
ADI-47127,151,Dev,shadow_3
ADI-47234,131,Dev,shadow_3
ADI-47312,24,Dev,shadow_3
ADI-47236,152,Dev,shadow_3
ADI-47249,87,Private,shadow_3
ADI-47129,153,Public,shadow_3
ADI-47131,154,Public,shadow_3
ADI-47246,155,Dev,shadow_3
ADI-47133,47,Dev,shadow_3
ADI-47134,28,Private,shadow_3
ADI-47316,156,Dev,shadow_3
ADI-47239,157,Dev,shadow_3
ADI-47240,158,Public,shadow_3
ADI-47241,159,Dev,shadow_3
ADI-47139,160,Dev,shadow_3
ADI-47181,9,Dev,shadow_3
ADI-47248,161,Dev,shadow_3
ADI-47141,162,Private,shadow_3
ADI-47250,87,Private,shadow_3
ADI-47251,163,Public,shadow_3
ADI-47252,164,Dev,shadow_3
ADI-47145,28,Private,shadow_3
ADI-47254,165,Public,shadow_3
ADI-47146,15,Private,shadow_3
ADI-47147,166,Private,shadow_3
ADI-45489,167,Dev,shadow_3
ADI-47165,168,Public,shadow_3
ADI-47148,169,Dev,shadow_3
ADI-47159,170,Dev,shadow_3
ADI-47156,171,Public,shadow_3
ADI-47154,172,Public,shadow_3
ADI-47263,173,Public,shadow_3
ADI-47160,174,Dev,shadow_3
ADI-47265,87,Private,shadow_3
ADI-47163,175,Public,shadow_3
ADI-47126,47,Dev,shadow_3
ADI-45411,37,Private,shadow_3
ADI-45488,176,Dev,shadow_3
ADI-47285,24,Dev,shadow_3
ADI-46713,47,Dev,shadow_3
ADI-46708,24,Dev,shadow_3
ADI-45406,15,Private,shadow_3
ADI-46704,87,Private,shadow_3
ADI-46706,117,Dev,shadow_3
ADI-45430,28,Private,shadow_3
ADI-45409,117,Dev,shadow_3
ADI-45405,7,Public,shadow_3
ADI-47188,177,Private,shadow_3
ADI-45408,28,Private,shadow_3
ADI-45479,24,Dev,shadow_3
ADI-45407,36,Private,shadow_3
ADI-47218,24,Dev,shadow_3
ADI-45476,36,Private,shadow_3
ADI-45480,24,Dev,shadow_3
ADI-45481,60,Dev,shadow_3
ADI-47117,24,Dev,shadow_3
ADI-47120,43,Dev,shadow_3
ADI-46705,24,Dev,shadow_3
ADI-47235,7,Public,shadow_3
ADI-47130,57,Dev,shadow_3
ADI-47255,178,Dev,shadow_3
ADI-46707,31,Dev,shadow_3
ADI-47257,92,Dev,shadow_3
ADI-45477,167,Dev,shadow_3
ADI-45493,28,Private,shadow_3
ADI-47262,24,Dev,shadow_3
ADI-45410,31,Dev,shadow_3
ADI-47264,7,Public,shadow_3
ADI-47162,85,Public,shadow_3
ADI-45435,28,Private,shadow_3
ADI-45433,167,Dev,shadow_3
ADI-45498,36,Private,shadow_3
ADI-45486,179,Dev,shadow_3
