antibody_id,cluster_id,role,split
ADI-47299,6,Public,canonical
ADI-47098,141,Private,canonical
ADI-47212,142,Private,canonical
ADI-47214,143,Private,canonical
ADI-47102,144,Private,canonical
ADI-47103,145,Public,canonical
ADI-47107,6,Public,canonical
ADI-47220,146,Public,canonical
ADI-47111,28,Public,canonical
ADI-47303,147,Private,canonical
ADI-47221,148,Dev,canonical
ADI-47222,149,Private,canonical
ADI-47305,47,Dev,canonical
ADI-47114,150,Dev,canonical
ADI-47226,151,Dev,canonical
ADI-47227,28,Public,canonical
ADI-47118,152,Dev,canonical
ADI-47306,4,Dev,canonical
ADI-47267,153,Private,canonical
ADI-47307,154,Dev,canonical
ADI-47228,28,Public,canonical
ADI-47310,155,Dev,canonical
ADI-47229,47,Dev,canonical
ADI-47230,142,Private,canonical
ADI-47124,156,Private,canonical
ADI-47125,157,Dev,canonical
ADI-47127,158,Private,canonical
ADI-47234,138,Dev,canonical
ADI-47312,24,Dev,canonical
ADI-47236,159,Dev,canonical
ADI-47249,95,Private,canonical
ADI-47129,160,Private,canonical
ADI-47131,161,Private,canonical
ADI-47246,162,Dev,canonical
ADI-47133,47,Dev,canonical
ADI-47134,28,Public,canonical
ADI-47316,163,Dev,canonical
ADI-47239,164,Public,canonical
ADI-47240,91,Public,canonical
ADI-47241,165,Public,canonical
ADI-47139,166,Dev,canonical
ADI-47181,9,Dev,canonical
ADI-47248,167,Dev,canonical
ADI-47141,168,Private,canonical
ADI-47250,95,Private,canonical
ADI-47251,169,Dev,canonical
ADI-47252,170,Public,canonical
ADI-47145,28,Public,canonical
ADI-47254,171,Private,canonical
ADI-47146,15,Dev,canonical
ADI-47147,172,Private,canonical
ADI-45489,173,Dev,canonical
ADI-47165,174,Private,canonical
ADI-47148,175,Private,canonical
ADI-47159,176,Public,canonical
ADI-47156,177,Public,canonical
ADI-47154,178,Dev,canonical
ADI-47263,179,Dev,canonical
ADI-47160,180,Public,canonical
ADI-47265,95,Private,canonical
ADI-47163,181,Dev,canonical
ADI-47126,47,Dev,canonical
ADI-47168,182,Dev,canonical
ADI-47323,183,Dev,canonical
ADI-47276,184,Dev,canonical
ADI-47322,24,Dev,canonical
ADI-47268,185,Dev,canonical
ADI-37126,97,Dev,canonical
ADI-47275,28,Public,canonical
ADI-45411,37,Private,canonical
ADI-45488,186,Private,canonical
ADI-45478,60,Dev,canonical
ADI-47285,24,Dev,canonical
ADI-46713,47,Dev,canonical
ADI-46708,24,Dev,canonical
ADI-45406,15,Dev,canonical
ADI-46704,95,Private,canonical
ADI-46706,125,Dev,canonical
ADI-45430,28,Public,canonical
ADI-45409,125,Dev,canonical
ADI-45405,7,Dev,canonical
ADI-47188,187,Public,canonical
ADI-45408,28,Public,canonical
ADI-45479,24,Dev,canonical
ADI-45407,36,Dev,canonical
ADI-47218,24,Dev,canonical
ADI-45476,36,Dev,canonical
ADI-45480,24,Dev,canonical
ADI-45481,60,Dev,canonical
ADI-47117,24,Dev,canonical
ADI-47120,43,Private,canonical
ADI-46705,24,Dev,canonical
ADI-47235,7,Dev,canonical
ADI-47130,57,Private,canonical
ADI-47255,188,Public,canonical
ADI-46707,31,Dev,canonical
ADI-47257,100,Private,canonical
ADI-45477,173,Dev,canonical
ADI-45493,28,Public,canonical
ADI-47262,24,Dev,canonical
ADI-45410,31,Dev,canonical
ADI-47264,7,Dev,canonical
ADI-47162,93,Dev,canonical
ADI-45435,28,Public,canonical
ADI-45433,173,Dev,canonical
ADI-45498,36,Dev,canonical
ADI-45486,189,Dev,canonical
ADI-45412,24,Dev,canonical
