id,H_seq_len_fr_cdr12,L_seq_len_fr_cdr12,PL_H_CDR1_len,PL_H_CDR2_len,PL_H_CDR3_len,PL_L_CDR1_len,PL_L_CDR2_len,PL_L_CDR3_len,PL_anarci_vh_germline_distance,PL_anarci_vh_mutfrac_excl_CDR3,PL_anarci_vl_germline_distance,PL_anarci_vl_mutfrac_excl_CDR3,PL_vh_germline_distance,PL_vl_germline_distance,PL_combined_germline_distance,PL_vh_mutfrac_excl_CDR3,PL_vl_mutfrac_excl_CDR3,H_FR1_gravy,H_FR1_len,H_FR1_charge,H_CDR1_gravy,H_CDR1_len,H_CDR1_charge,H_FR2_gravy,H_FR2_len,H_FR2_charge,H_CDR2_gravy,H_CDR2_len,H_CDR2_charge,H_FR3_gravy,H_FR3_len,H_FR3_charge,H_CDR3_gravy,H_CDR3_len,H_CDR3_charge,H_FR4_gravy,H_FR4_len,H_FR4_charge,L_FR1_gravy,L_FR1_len,L_FR1_charge,L_CDR1_gravy,L_CDR1_len,L_CDR1_charge,L_FR2_gravy,L_FR2_len,L_FR2_charge,L_CDR2_gravy,L_CDR2_len,L_CDR2_charge,L_FR3_gravy,L_FR3_len,L_FR3_charge,L_CDR3_gravy,L_CDR3_len,L_CDR3_charge,L_FR4_gravy,L_FR4_len,L_FR4_charge
ADI-47280,97,88,11.0,16.0,15.0,11.0,7.0,10.0,0.1530612244897958,0.15625,0.0652173913043477,0.0681818181818181,0.1530612244897958,0.0652173913043477,0.1091393078970718,0.15625,0.0681818181818181,0.2653846153846155,26,0.0,-0.22727272727272727,11,0.1,-0.6285714285714287,14,1.0,-1.0250000000000001,16,1.1,-0.033333333333333305,30,1.0,-0.9466666666666669,15,0.0,0.36363636363636365,11,0.0,-0.16956521739130428,23,-1.0,-0.1636363636363636,11,2.0,-0.8066666666666668,15,2.0,-1.6999999999999997,7,0.0,0.10312499999999991,32,-3.0,-1.1,10,1.0,-0.16999999999999998,10,1.0
ADI-47058,96,87,9.0,17.0,12.0,11.0,7.0,11.0,0.1212121212121212,0.09375,0.0549450549450549,0.057471264367816,0.1212121212121212,0.0549450549450549,0.0880785880785881,0.09375,0.057471264367816,0.3153846153846154,26,-1.0,-0.4555555555555556,9,-0.9,-0.457142857142857,14,1.0,-0.1176470588235295,17,0.0,-0.6233333333333333,30,3.0,0.13333333333333336,12,1.0,0.36363636363636365,11,0.0,-0.14545454545454548,22,0.0,-1.2545454545454546,11,1.1,0.013333333333333345,15,1.0,-2.6000000000000005,7,-2.0,-0.528125,32,-3.0,-0.6090909090909089,11,-2.9,0.85,10,0.0
ADI-47281,96,89,9.0,17.0,13.0,13.0,7.0,11.0,0.1020408163265306,0.1041666666666666,0.0967741935483871,0.1011235955056179,0.1020408163265306,0.0967741935483871,0.0994075049374588,0.1041666666666666,0.1011235955056179,-0.20384615384615382,26,3.0,-0.1444444444444445,9,0.1,-0.5928571428571429,14,2.0,-0.9058823529411765,17,1.0,-0.1499999999999999,30,-2.0,-1.176923076923077,13,0.10000000000000009,0.36363636363636365,11,0.0,0.06363636363636369,22,0.0,-0.7230769230769233,13,1.0,-0.10666666666666677,15,2.0,-3.042857142857143,7,1.0,-0.40625000000000006,32,-2.0,-0.027272727272727174,11,-1.0,0.85,10,1.0
ADI-47175,96,88,9.0,17.0,20.0,11.0,7.0,8.0,0.1632653061224489,0.1666666666666666,0.0543478260869565,0.0454545454545454,0.1632653061224489,0.0543478260869565,0.1088065661047027,0.1666666666666666,0.0454545454545454,0.30384615384615377,26,2.0,0.5222222222222223,9,-2.0,-0.28571428571428564,14,2.0,-0.9235294117647058,17,2.0,-0.5299999999999998,30,0.0,-1.7349999999999994,20,-4.0,0.36363636363636365,11,0.0,0.2652173913043478,23,-1.0,-0.3727272727272727,11,2.0,-0.8066666666666668,15,2.0,-1.4,7,1.0,0.18124999999999988,32,-3.0,-2.4375,8,1.0,-0.21000000000000002,10,1.0
ADI-47282,96,88,9.0,17.0,16.0,11.0,7.0,9.0,0.1428571428571429,0.1458333333333333,0.0760869565217391,0.0795454545454545,0.1428571428571429,0.0760869565217391,0.109472049689441,0.1458333333333333,0.0795454545454545,-0.05384615384615389,26,0.0,-0.4555555555555555,9,1.0,-0.27142857142857135,14,1.0,-1.3764705882352941,17,2.0,-0.7233333333333333,30,0.0,-0.76875,16,-2.0,0.19090909090909094,11,0.0,-0.09565217391304352,23,0.0,0.3272727272727272,11,1.0,-0.7866666666666667,15,2.1,-1.2999999999999996,7,0.09999999999999998,0.10312499999999991,32,-3.0,-1.6444444444444446,9,1.0,-0.5800000000000001,10,1.0
ADI-47283,96,94,9.0,17.0,17.0,17.0,7.0,9.0,0.1530612244897958,0.1458333333333333,0.0918367346938775,0.0744680851063829,0.1530612244897958,0.0918367346938775,0.1224489795918367,0.1458333333333333,0.0744680851063829,-0.20769230769230768,26,3.0,-0.4555555555555555,9,0.0,-0.9142857142857143,14,0.0,-1.2294117647058822,17,3.0,-0.07000000000000013,30,0.0,0.22352941176470587,17,0.10000000000000009,0.36363636363636365,11,0.0,0.22608695652173902,23,-2.0,-0.8941176470588235,17,2.0,-0.9666666666666669,15,2.0,-1.342857142857143,7,0.0,0.13749999999999996,32,-3.0,-0.9666666666666666,9,0.2,-0.16999999999999998,10,1.0
ADI-47059,96,88,9.0,17.0,14.0,11.0,7.0,9.0,0.1122448979591836,0.1145833333333333,0.0543478260869565,0.0454545454545454,0.1122448979591836,0.0543478260869565,0.0832963620230701,0.1145833333333333,0.0454545454545454,0.29999999999999993,26,-1.0,0.011111111111111096,9,0.0,-0.457142857142857,14,1.0,-0.37647058823529417,17,0.09999999999999998,-0.37000000000000005,30,-1.0,-0.28571428571428575,14,1.0,0.36363636363636365,11,0.0,0.19999999999999996,23,-1.0,-0.44545454545454555,11,1.0,-0.8066666666666668,15,2.0,-1.257142857142857,7,0.0,0.12812499999999993,32,-2.0,-1.6333333333333335,9,-1.0,-0.16999999999999998,10,1.0
ADI-47060,94,89,9.0,15.0,14.0,12.0,7.0,8.0,0.2040816326530612,0.1702127659574468,0.053763440860215,0.0561797752808988,0.2040816326530612,0.053763440860215,0.1289225367566381,0.1702127659574468,0.0561797752808988,0.1230769230769231,26,-1.0,0.3333333333333333,9,1.0,-0.3999999999999999,14,1.0,-0.03333333333333334,15,0.0,-0.75,30,0.0,-0.7142857142857143,14,-2.0,-0.045454545454545456,11,0.0,0.3347826086956522,23,-2.0,-0.3583333333333334,12,1.0,-0.8066666666666668,15,2.0,-0.8571428571428571,7,1.0,-0.17812500000000003,32,-3.0,-1.9249999999999998,8,1.0,-0.47999999999999987,10,1.0
ADI-47178,95,88,9.0,16.0,16.0,11.0,7.0,9.0,0.1134020618556701,0.1157894736842105,0.0760869565217391,0.0681818181818181,0.1134020618556701,0.0760869565217391,0.0947445091887046,0.1157894736842105,0.0681818181818181,0.3269230769230769,26,-1.0,0.11111111111111109,9,0.0,-0.5,14,1.0,-0.4125000000000001,16,0.09999999999999998,-0.4066666666666666,30,0.0,-0.6062500000000001,16,2.0,0.3909090909090909,11,0.1,0.2652173913043478,23,-1.0,-0.5454545454545456,11,0.0,-0.7799999999999999,15,1.0,-1.6999999999999997,7,0.0,0.2656249999999999,32,-3.0,-1.1777777777777778,9,2.0,-0.16999999999999998,10,1.0
ADI-47177,96,88,9.0,17.0,19.0,11.0,7.0,5.0,0.183673469387755,0.1875,0.0978260869565217,0.0681818181818181,0.183673469387755,0.0978260869565217,0.1407497781721384,0.1875,0.0681818181818181,0.2653846153846153,26,0.0,0.33333333333333326,9,0.1,-0.40714285714285736,14,0.0,-0.27058823529411763,17,-1.9,-0.5833333333333333,30,0.0,-0.9684210526315788,19,2.1,0.36363636363636365,11,0.0,0.18260869565217383,23,0.0,-0.04545454545454535,11,2.0,-0.8266666666666668,15,2.0,-1.3428571428571427,7,-1.0,0.10312499999999991,32,-3.0,-1.48,5,1.2,-0.16999999999999998,10,1.0
ADI-47284,96,89,9.0,17.0,9.0,13.0,7.0,12.0,0.1428571428571429,0.1458333333333333,0.053763440860215,0.0449438202247191,0.1428571428571429,0.053763440860215,0.0983102918586789,0.1458333333333333,0.0449438202247191,0.14230769230769233,26,-1.0,0.3222222222222222,9,0.0,-0.5642857142857143,14,2.0,-1.2235294117647058,17,1.0,-0.1633333333333333,30,1.0,-1.8111111111111111,9,0.0,0.36363636363636365,11,0.0,-0.33181818181818185,22,1.0,-0.5615384615384615,13,0.0,-0.04000000000000005,15,1.0,-1.885714285714286,7,1.0,-0.46875000000000006,32,-3.0,-0.1583333333333334,12,-0.9,0.8099999999999999,10,1.0
ADI-47179,96,88,9.0,17.0,15.0,11.0,7.0,8.0,0.2142857142857143,0.21875,0.0434782608695651,0.0454545454545454,0.2142857142857143,0.0434782608695651,0.1288819875776397,0.21875,0.0454545454545454,0.1115384615384615,26,-2.0,0.5555555555555555,9,-0.9,-0.12857142857142853,14,1.0,0.15294117647058825,17,-2.0,-0.4866666666666666,30,0.10000000000000009,-1.2333333333333334,15,3.0,0.19090909090909094,11,0.0,0.1217391304347826,23,-1.0,-0.045454545454545435,11,1.0,-0.9199999999999998,15,3.1,-0.9857142857142857,7,0.0,-0.14062500000000003,32,-2.0,-1.75,8,1.0,-0.45,10,1.1
ADI-47180,96,88,9.0,17.0,10.0,11.0,7.0,10.0,0.0808080808080807,0.0729166666666666,0.0978260869565217,0.0909090909090909,0.0808080808080807,0.0978260869565217,0.0893170838823012,0.0729166666666666,0.0909090909090909,0.5192307692307693,26,-1.0,-0.5666666666666668,9,-0.8,-0.457142857142857,14,1.0,0.1352941176470588,17,-1.0,-0.7333333333333332,30,1.0,-1.1999999999999997,10,2.1,1.0272727272727271,11,0.0,0.06956521739130428,23,-1.0,-0.5272727272727272,11,0.0,-0.9800000000000001,15,2.0,-0.5142857142857142,7,1.0,0.2562499999999999,32,-2.0,-1.7399999999999998,10,0.1,-0.8300000000000001,10,0.0
ADI-45439,96,88,9.0,17.0,14.0,11.0,7.0,9.0,0.0816326530612244,0.0833333333333333,0.0760869565217391,0.0681818181818181,0.0816326530612244,0.0760869565217391,0.0788598047914818,0.0833333333333333,0.0681818181818181,-0.2115384615384615,26,3.0,0.09999999999999994,9,0.0,-0.5642857142857143,14,0.0,-0.5823529411764706,17,1.1,-0.36666666666666664,30,1.0,-1.0285714285714285,14,-1.9,-0.045454545454545456,11,0.0,0.008695652173913012,23,-1.0,-0.00909090909090912,11,1.0,-0.7666666666666667,15,1.0,0.22857142857142848,7,0.0,0.14062499999999997,32,-2.0,-1.6333333333333335,9,0.0,-0.16999999999999998,10,1.0
ADI-45368,97,88,11.0,16.0,14.0,11.0,7.0,8.0,0.02,0.0206185567010309,0.0108695652173913,0.0113636363636363,0.02,0.0108695652173913,0.0154347826086956,0.0206185567010309,0.0113636363636363,0.11153846153846153,26,1.0,0.9909090909090907,11,0.0,-0.3642857142857144,14,1.0,-1.53125,16,-1.0,-0.35,30,0.0,-0.8142857142857144,14,0.0,0.36363636363636365,11,0.0,-0.004347826086956468,23,0.0,-0.018181818181818257,11,1.0,-0.7933333333333332,15,3.0,-0.5999999999999999,7,0.0,-0.14062500000000003,32,-2.0,-1.925,8,0.0,-0.47999999999999987,10,1.0
ADI-47062,96,88,9.0,17.0,13.0,11.0,7.0,9.0,0.0816326530612244,0.0729166666666666,0.0978260869565217,0.0795454545454545,0.0816326530612244,0.0978260869565217,0.0897293700088731,0.0729166666666666,0.0795454545454545,0.3153846153846154,26,-1.0,0.4444444444444444,9,0.0,-0.24285714285714288,14,-1.0,-0.9529411764705882,17,-1.0,-0.5766666666666667,30,2.0,0.6384615384615385,13,-1.0,-0.045454545454545456,11,0.0,0.35217391304347834,23,-1.0,-0.22727272727272727,11,1.1,-0.8333333333333334,15,3.0,-0.9857142857142857,7,0.0,-0.14062500000000003,32,-2.0,-0.388888888888889,9,0.0,-0.5800000000000001,10,2.0
ADI-47182,96,88,9.0,17.0,19.0,11.0,7.0,9.0,0.1326530612244898,0.1354166666666666,0.1304347826086956,0.1136363636363636,0.1326530612244898,0.1304347826086956,0.1315439219165927,0.1354166666666666,0.1136363636363636,0.3230769230769231,26,-1.0,0.2777777777777778,9,0.0,-1.0142857142857142,14,1.0,-0.09411764705882349,17,0.0,-0.5533333333333333,30,1.0,-1.1263157894736844,19,-0.9,-0.045454545454545456,11,0.0,-0.15652173913043468,23,-1.0,-0.5272727272727272,11,1.0,-0.7866666666666667,15,2.1,-0.5,7,1.0,-0.275,32,-2.0,-1.6111111111111112,9,0.0,-0.47999999999999987,10,1.0
ADI-47063,98,88,9.0,19.0,14.0,11.0,7.0,9.0,0.14,0.1428571428571428,0.0652173913043477,0.0568181818181818,0.14,0.0652173913043477,0.1026086956521739,0.1428571428571428,0.0568181818181818,0.0961538461538462,26,2.0,0.28888888888888886,9,-1.0,-0.4285714285714285,14,1.0,-0.8578947368421053,19,1.0,-0.63,30,-1.9,-0.8714285714285713,14,0.1,0.36363636363636365,11,0.0,0.1217391304347826,23,-1.0,-0.018181818181818257,11,1.0,-0.5199999999999999,15,3.0,-0.5285714285714286,7,-2.0,-0.021875000000000033,32,-2.0,-1.511111111111111,9,0.0,-0.47999999999999987,10,1.0
ADI-47183,96,88,9.0,17.0,11.0,11.0,7.0,9.0,0.0612244897959183,0.0625,0.0434782608695651,0.0454545454545454,0.0612244897959183,0.0434782608695651,0.0523513753327417,0.0625,0.0454545454545454,0.29999999999999993,26,0.0,-0.04444444444444448,9,0.0,0.03571428571428573,14,1.0,-0.3000000000000001,17,0.0,-0.5633333333333334,30,1.0,-0.9000000000000002,11,0.0,0.36363636363636365,11,0.0,0.3695652173913043,23,-1.0,-0.5363636363636364,11,1.0,-0.8333333333333334,15,3.0,-0.31428571428571433,7,1.0,-0.02187500000000006,32,-3.0,-0.9333333333333331,9,0.0,-0.47999999999999987,10,1.0
ADI-47064,98,89,9.0,19.0,12.0,13.0,7.0,11.0,0.15,0.1428571428571428,0.1397849462365591,0.1235955056179775,0.15,0.1397849462365591,0.1448924731182795,0.1428571428571428,0.1235955056179775,0.49999999999999994,26,0.0,0.09999999999999994,9,0.0,-0.4285714285714285,14,1.0,-0.5105263157894736,19,-1.0,-0.6266666666666666,30,0.0,-0.07499999999999997,12,-2.0,0.36363636363636365,11,0.0,0.12727272727272734,22,1.0,-0.16923076923076932,13,-1.0,-0.38666666666666644,15,2.0,-2.6428571428571432,7,0.0,-0.2875000000000001,32,-2.0,-0.39999999999999997,11,1.0,0.8099999999999999,10,1.0
ADI-47066,96,94,9.0,17.0,15.0,17.0,7.0,9.0,0.1938775510204081,0.1979166666666666,0.1326530612244898,0.1382978723404255,0.1938775510204081,0.1326530612244898,0.163265306122449,0.1979166666666666,0.1382978723404255,-0.003846153846153794,26,-2.0,0.14444444444444443,9,0.1,-0.7785714285714287,14,2.0,-0.7294117647058824,17,-1.0,-0.6666666666666667,30,1.0,-1.3733333333333333,15,-1.9,-0.0181818181818182,11,0.1,0.30869565217391304,23,-2.0,-0.7235294117647058,17,3.0,-0.9933333333333335,15,2.0,-1.342857142857143,7,0.0,0.21562499999999993,32,-3.0,-0.4888888888888888,9,0.0,-0.47999999999999987,10,1.0
ADI-45379,96,89,9.0,17.0,11.0,12.0,7.0,9.0,0.0510204081632652,0.0416666666666666,0.1182795698924731,0.1123595505617977,0.0510204081632652,0.1182795698924731,0.0846499890278691,0.0416666666666666,0.1123595505617977,0.3923076923076923,26,-1.0,0.14444444444444435,9,0.0,-0.27142857142857135,14,1.0,-1.252941176470588,17,-1.0,-0.5633333333333334,30,1.0,-0.45454545454545453,11,-3.0,0.36363636363636365,11,0.0,-0.4782608695652174,23,-0.9,-0.45,12,2.0,-1.04,15,2.0,-0.9000000000000001,7,1.0,-0.10937500000000006,32,-2.0,-1.8444444444444446,9,-2.0,-0.5800000000000001,10,1.0
ADI-47067,96,90,9.0,17.0,18.0,14.0,7.0,10.0,0.1938775510204081,0.1979166666666666,0.074468085106383,0.0777777777777777,0.1938775510204081,0.074468085106383,0.1341728180633956,0.1979166666666666,0.0777777777777777,0.2807692307692308,26,0.0,0.511111111111111,9,0.1,-0.6571428571428571,14,1.0,-1.0999999999999996,17,1.0,-0.20999999999999996,30,-1.0,-0.7444444444444446,18,-3.0,0.19090909090909094,11,0.0,-0.0954545454545454,22,0.0,0.04285714285714288,14,-1.0,-0.7466666666666666,15,2.1,-1.5428571428571427,7,1.0,-0.446875,32,-2.0,-0.16999999999999993,10,0.0,0.8099999999999999,10,1.0
ADI-47068,96,94,9.0,17.0,13.0,17.0,7.0,9.0,0.0816326530612244,0.0729166666666666,0.0510204081632652,0.0531914893617021,0.0816326530612244,0.0510204081632652,0.0663265306122448,0.0729166666666666,0.0531914893617021,0.0038461538461538112,26,-2.0,-0.3555555555555556,9,-1.0,-0.457142857142857,14,1.0,-0.38235294117647056,17,-1.9,-0.5633333333333334,30,1.0,0.823076923076923,13,0.0,0.2727272727272727,11,1.0,-0.05217391304347827,23,-1.0,-0.8941176470588235,17,2.0,-0.9933333333333335,15,2.0,-0.8285714285714285,7,0.0,0.09374999999999997,32,-3.0,-1.4333333333333331,9,1.0,-0.2899999999999999,10,1.0
ADI-47069,96,88,9.0,17.0,17.0,11.0,7.0,9.0,0.1530612244897958,0.1458333333333333,0.1195652173913043,0.125,0.1530612244897958,0.1195652173913043,0.1363132209405501,0.1458333333333333,0.125,-0.09615384615384613,26,2.0,-0.5777777777777778,9,1.1,-0.5642857142857143,14,0.0,-0.9352941176470588,17,1.0,-0.4366666666666666,30,0.0,-0.7117647058823531,17,0.0,-0.08181818181818178,11,1.0,-0.13043478260869562,23,-2.0,-1.7818181818181815,11,-3.0,-0.3933333333333335,15,0.0,0.4714285714285715,7,-1.0,-0.20625000000000007,32,-3.0,-1.2222222222222223,9,-0.9,-0.47999999999999987,10,1.0
ADI-47070,98,89,9.0,19.0,18.0,13.0,7.0,11.0,0.16,0.1530612244897959,0.0967741935483871,0.0786516853932584,0.16,0.0967741935483871,0.1283870967741935,0.1530612244897959,0.0786516853932584,0.05384615384615386,26,-2.0,0.6333333333333333,9,1.0,-0.4285714285714285,14,1.0,-0.9421052631578947,19,2.0,-0.15666666666666657,30,-4.0,0.20555555555555552,18,-1.9,-0.07272727272727275,11,1.1,-0.25909090909090904,22,1.0,-0.07692307692307694,13,-1.0,-0.2733333333333332,15,0.0,-3.128571428571429,7,1.0,-0.4843750000000001,32,-2.0,-0.7272727272727272,11,-1.0,0.85,10,1.0
ADI-45442,96,89,9.0,17.0,15.0,12.0,7.0,9.0,0.1020408163265306,0.1041666666666666,0.053763440860215,0.0561797752808988,0.1020408163265306,0.053763440860215,0.0779021285933728,0.1041666666666666,0.0561797752808988,0.3153846153846154,26,-1.0,-0.13333333333333341,9,0.0,-0.8428571428571429,14,1.0,0.14117647058823524,17,0.0,-0.57,30,1.0,-0.5133333333333333,15,1.0,0.8363636363636363,11,0.0,0.1695652173913043,23,-1.0,-0.5916666666666666,12,1.0,-0.8066666666666668,15,2.0,-0.5,7,1.0,0.046874999999999944,32,-2.0,-0.3777777777777777,9,0.0,-0.16999999999999998,10,1.0
ADI-47184,96,88,9.0,17.0,16.0,11.0,7.0,10.0,0.1428571428571429,0.1458333333333333,0.0652173913043477,0.0681818181818181,0.1428571428571429,0.0652173913043477,0.1040372670807453,0.1458333333333333,0.0681818181818181,-0.1115384615384615,26,1.0,-0.9555555555555557,9,-0.7,-0.5642857142857143,14,0.0,-1.0705882352941174,17,2.0,-0.3766666666666667,30,-1.0,0.5437500000000001,16,-1.0,0.19090909090909094,11,0.0,0.19999999999999996,23,-1.0,-0.26363636363636367,11,1.0,-1.0333333333333337,15,2.0,-0.5,7,1.0,0.031249999999999944,32,-3.0,-1.67,10,1.0,-0.16999999999999998,10,1.0
